File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0822_02_mesh_1.ply,87.105,150.496,12.455,8.556,2.813,
0822_02_mesh_10.ply,662.322,899.076,41.464,13.081,8.313,
0822_02_mesh_11.ply,53.652,216.646,23.760,7.809,1.653,
0822_02_mesh_12.ply,82.752,604.810,26.110,12.710,5.475,
0822_02_mesh_13.ply,114.047,470.402,20.273,13.928,6.072,
0822_02_mesh_2.ply,59.289,296.294,36.770,5.385,1.847,
0822_02_mesh_3.ply,155.513,361.076,33.979,6.962,3.713,
0822_02_mesh_4.ply,163.133,1312.454,46.762,15.505,7.884,
0822_02_mesh_5.ply,132.083,577.061,55.948,7.707,2.742,
0822_02_mesh_6.ply,281.093,845.054,70.281,8.864,6.702,
0822_02_mesh_7.ply,566.105,2470.753,53.302,32.696,7.278,
0822_02_mesh_8.ply,297.837,580.551,38.788,9.490,5.917,
0822_02_mesh_9.ply,23.523,126.438,20.051,3.882,1.376,
