File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0407_04_mesh_1.ply,1314.389,832.152,17.635,13.791,13.836,
0407_04_mesh_10.ply,97.616,153.968,11.33,4.972,4.214,0.023
0407_04_mesh_11.ply,101.667,192.679,24.207,7.911,3.164,0.031
0407_04_mesh_12.ply,137.6,234.902,25.329,7.671,5.206,0.043
0407_04_mesh_13.ply,351.994,387.519,30.297,7.631,7.482,0.113
0407_04_mesh_14.ply,120.672,143.553,7.379,6.298,4.75,0.034
0407_04_mesh_15.ply,25.951,113.267,22.859,7.925,3.425,0.058
0407_04_mesh_16.ply,58.421,133.21,21.745,4.669,3.665,0.02
0407_04_mesh_17.ply,42.796,150.924,31.069,5.19,3.918,0.011
0407_04_mesh_18.ply,237.28,263.604,13.97,10.951,4.794,0.077
0407_04_mesh_19.ply,141.05,199.853,13.998,5.898,4.61,0.043
0407_04_mesh_2.ply,18.449,132.722,17.774,12.513,4.518,0.015
0407_04_mesh_20.ply,193.724,225.622,14.007,6.573,4.728,0.054
0407_04_mesh_21.ply,102.07,203.11,26.326,7.106,6.356,0.043
0407_04_mesh_22.ply,98.751,238.216,21.779,15.145,4.236,0.035
0407_04_mesh_23.ply,121.349,182.654,16.874,5.242,3.447,0.03
0407_04_mesh_24.ply,123.518,220.215,24.725,7.263,3.935,0.033
0407_04_mesh_25.ply,75.345,139.692,20.028,5.526,3.616,0.023
0407_04_mesh_26.ply,106.443,173.931,15.422,12.644,4.126,0.037
0407_04_mesh_27.ply,37.144,119.198,17.463,12.818,4.981,0.025
0407_04_mesh_3.ply,72.813,216.753,33.269,16.767,2.804,0.026
0407_04_mesh_4.ply,76.916,169.687,24.362,4.438,3.112,0.017
0407_04_mesh_5.ply,117.685,170.492,11.139,9.95,5.152,0.039
0407_04_mesh_6.ply,32.946,113.538,19.66,6.477,2.513,0.008
0407_04_mesh_7.ply,56.65,152.808,14.801,5.008,3.88,0.015
0407_04_mesh_8.ply,127.407,163.316,12.347,5.656,4.33,0.042
0407_04_mesh_9.ply,67.834,129.74,8.814,8.675,4.735,0.016
