File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0403_02_mesh_1.ply,4180.274,3030.505,145.608,23.655,14.403,3.479
0403_02_mesh_10.ply,1278.951,968.299,18.411,17.537,14.314,
0403_02_mesh_11.ply,44.203,151.327,27.781,5.757,2.915,0.014
0403_02_mesh_12.ply,2.133,66.978,18.091,7.435,3.223,0.004
0403_02_mesh_2.ply,270.691,460.018,36.044,7.513,5.333,0.069
0403_02_mesh_3.ply,27.836,241.751,58.476,9.435,4.094,0.046
0403_02_mesh_4.ply,160.016,343.572,44.373,6.833,4.162,0.034
0403_02_mesh_5.ply,27.273,120.865,16.501,12.196,5.25,0.006
0403_02_mesh_6.ply,70.28,194.02,28.508,6.283,3.448,0.019
0403_02_mesh_7.ply,56.207,145.904,23.824,6.42,2.497,0.015
0403_02_mesh_8.ply,79.716,215.049,41.129,5.91,3.359,0.032
0403_02_mesh_9.ply,61.574,132.405,19.707,3.159,2.894,0.016
