File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0408_06_mesh_1.ply,261.597,296.005,13.629,12.755,7.166,0.073
0408_06_mesh_10.ply,348.499,352.825,15.678,9.881,7.984,0.096
0408_06_mesh_11.ply,127.091,338.353,32.045,13.406,4.044,0.071
0408_06_mesh_12.ply,531.546,766.465,43.378,11.321,12.842,0.163
0408_06_mesh_13.ply,1061.663,802.646,16.109,13.871,12.407,
0408_06_mesh_14.ply,663.802,647.408,23.192,10.909,7.851,0.194
0408_06_mesh_2.ply,8227.154,4842.493,132.225,31.564,14.49,3.873
0408_06_mesh_3.ply,527.533,608.091,30.184,15.323,6.676,0.138
0408_06_mesh_4.ply,625.921,893.71,57.625,38.506,10.759,0.174
0408_06_mesh_5.ply,397.631,518.914,32.871,13.133,5.599,0.109
0408_06_mesh_6.ply,3881.525,2693.809,79.363,14.108,10.59,0.98
0408_06_mesh_7.ply,161.528,253.979,15.666,5.062,4.895,0.053
0408_06_mesh_8.ply,380.623,509.609,33.653,6.561,6.746,0.115
0408_06_mesh_9.ply,562.589,825.374,40.476,9.226,6.128,0.16
