File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0330_07_mesh_1.ply,159.018,233.389,18.2,7.927,6.233,0.067
0330_07_mesh_10.ply,52.814,126.672,18.043,3.498,3.44,0.019
0330_07_mesh_11.ply,40.758,90.729,11.146,3.311,2.76,0.018
0330_07_mesh_12.ply,50.514,183.482,32.211,6.832,3.412,0.015
0330_07_mesh_13.ply,38.639,90.782,12.217,3.15,3.041,0.014
0330_07_mesh_14.ply,195.803,337.487,28.926,11.995,4.287,0.069
0330_07_mesh_15.ply,51.102,165.361,27.705,5.534,3.44,0.023
0330_07_mesh_16.ply,96.297,169.172,17.068,3.796,3.366,0.029
0330_07_mesh_17.ply,34.121,81.518,11.165,3.092,2.965,0.012
0330_07_mesh_18.ply,63.208,229.479,31.776,11.305,3.042,0.024
0330_07_mesh_2.ply,1275.701,840.386,14.617,15.815,13.317,
0330_07_mesh_3.ply,122.269,220.316,19.563,4.726,4.192,0.035
0330_07_mesh_4.ply,100.779,214.656,30.626,4.908,3.703,0.043
0330_07_mesh_5.ply,103.898,182.33,17.443,4.433,3.624,0.035
0330_07_mesh_6.ply,44.371,95.726,13.003,3.777,2.529,0.014
0330_07_mesh_7.ply,121.02,564.881,75.706,25.504,7.421,0.159
0330_07_mesh_8.ply,45.916,109.871,14.882,3.384,2.553,0.02
0330_07_mesh_9.ply,70.818,171.441,21.323,4.823,3.671,0.023
