File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0330_04_mesh_1.ply,269.262,435.761,43.106,7.303,4.335,0.095
0330_04_mesh_10.ply,307.639,338.951,15.619,7.738,7.836,0.123
0330_04_mesh_11.ply,267.23,329.697,18.505,6.415,5.397,0.092
0330_04_mesh_12.ply,1400.642,892.71,31.268,10.47,9.682,0.427
0330_04_mesh_13.ply,172.959,275.39,24.768,4.893,4.223,0.056
0330_04_mesh_2.ply,131.527,220.424,19.369,4.451,4.029,0.043
0330_04_mesh_3.ply,179.15,302.397,25.24,5.371,3.987,0.057
0330_04_mesh_4.ply,287.905,367.131,23.236,11.036,5.558,0.109
0330_04_mesh_5.ply,111.501,203.136,20.281,3.933,4.131,0.043
0330_04_mesh_6.ply,1277.612,810.862,15.567,14.877,12.843,
0330_04_mesh_7.ply,846.91,952.968,59.627,14.512,11.956,0.342
0330_04_mesh_8.ply,160.899,371.891,39.893,5.969,3.924,0.056
0330_04_mesh_9.ply,740.773,844.04,53.467,13.867,6.009,0.214
