File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0408_08_mesh_1.ply,201.089,322.049,33.695,7.885,10.214,0.061
0408_08_mesh_10.ply,59.984,129.48,17.524,2.429,3.302,0.014
0408_08_mesh_11.ply,78.442,174.867,18.507,4.665,3.488,0.021
0408_08_mesh_12.ply,46.077,205.44,27.984,5.525,3.29,0.035
0408_08_mesh_13.ply,129.432,330.412,45.035,11.037,5.234,0.045
0408_08_mesh_14.ply,71.856,154.478,22.597,5.221,4.909,0.018
0408_08_mesh_15.ply,63.856,93.485,7.413,4.588,4.151,0.018
0408_08_mesh_16.ply,64.076,215.008,32.952,8.107,3.693,0.017
0408_08_mesh_17.ply,106.05,138.61,9.032,5.236,5.062,0.027
0408_08_mesh_18.ply,81.73,186.659,28.854,7.047,3.561,0.027
0408_08_mesh_19.ply,71.813,112.032,9.156,4.637,3.959,0.02
0408_08_mesh_2.ply,108.402,270.213,31.989,11.395,4.296,0.042
0408_08_mesh_20.ply,76.613,145.989,17.039,5.326,2.979,0.019
0408_08_mesh_21.ply,116.557,261.805,33.079,12.895,7.009,0.052
0408_08_mesh_22.ply,54.975,127.99,21.806,4.197,2.829,0.015
0408_08_mesh_23.ply,278.105,289.609,18.69,6.471,5.733,0.069
0408_08_mesh_24.ply,110.92,166.3,18.118,6.255,4.663,0.037
0408_08_mesh_25.ply,61.107,112.878,12.678,5.946,5.13,0.018
0408_08_mesh_26.ply,34.195,177.86,12.27,7.821,4.499,0.02
0408_08_mesh_27.ply,50.918,100.08,10.864,4.28,3.799,0.013
0408_08_mesh_3.ply,79.565,267.82,32.978,8.242,3.742,0.031
0408_08_mesh_4.ply,120.444,235.944,30.143,6.959,4.039,0.042
0408_08_mesh_5.ply,35.538,118.126,14.348,4.538,3.113,0.023
0408_08_mesh_6.ply,132.622,330.202,47.388,9.873,3.695,0.034
0408_08_mesh_7.ply,61.279,158.854,23.534,5.958,5.161,0.017
0408_08_mesh_8.ply,24.959,136.627,20.09,8.314,7.096,0.04
0408_08_mesh_9.ply,1315.102,853.703,16.805,16.748,14.705,
