File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0407_01_mesh_1.ply,283.221,320.692,18.309,6.646,5.783,0.061
0407_01_mesh_10.ply,756.825,586.803,31.052,7.981,6.958,0.242
0407_01_mesh_11.ply,139.559,291.803,25.843,5.139,4.583,0.058
0407_01_mesh_2.ply,2083.306,1452.654,61.12,17.447,11.98,1.041
0407_01_mesh_3.ply,255.895,420.252,39.388,13.972,6.953,0.089
0407_01_mesh_4.ply,207.523,310.909,27.483,7.199,4.553,0.058
0407_01_mesh_5.ply,375.51,488.431,42.63,8.128,5.294,0.099
0407_01_mesh_6.ply,1242.81,848.1,17.8,16.841,14.167,
0407_01_mesh_7.ply,1357.474,1437.107,85.167,15.515,19.408,0.483
0407_01_mesh_8.ply,1797.337,1399.463,60.165,18.067,8.658,0.716
0407_01_mesh_9.ply,3999.727,3364.515,138.042,51.299,24.494,2.384
