File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0407_03_mesh_1.ply,491.489,1273.961,57.184,27.37,22.311,0.133
0407_03_mesh_10.ply,420.236,556.98,43.843,15.302,10.796,0.145
0407_03_mesh_11.ply,74.141,297.48,49.112,17.532,5.708,0.023
0407_03_mesh_12.ply,158.008,199.537,16.872,5.787,4.347,0.041
0407_03_mesh_13.ply,324.411,327.579,20.901,7.272,5.242,0.071
0407_03_mesh_14.ply,45.848,113.855,19.327,5.071,3.476,0.016
0407_03_mesh_15.ply,107.315,192.683,22.885,6.153,3.523,0.03
0407_03_mesh_16.ply,187.918,252.427,22.712,6.222,3.93,0.028
0407_03_mesh_17.ply,64.584,150.521,23.871,3.777,2.77,0.024
0407_03_mesh_18.ply,221.736,346.779,38.902,8.203,5.737,0.066
0407_03_mesh_19.ply,103.911,157.328,16.664,4.285,3.349,0.026
0407_03_mesh_2.ply,140.92,229.343,22.756,7.453,4.672,0.039
0407_03_mesh_20.ply,112.889,159.787,14.193,6.409,4.094,0.032
0407_03_mesh_21.ply,47.81,101.737,14.832,3.352,2.477,0.055
0407_03_mesh_22.ply,1281.828,750.947,15.574,16.26,13.929,
0407_03_mesh_23.ply,68.026,140.246,17.668,4.341,3.264,0.019
0407_03_mesh_24.ply,133.104,296.296,38.858,11.029,6.98,0.046
0407_03_mesh_25.ply,167.571,280.838,30.163,6.702,5.136,0.05
0407_03_mesh_26.ply,105.382,166.496,16.508,4.709,3.603,0.013
0407_03_mesh_3.ply,135.94,207.645,19.944,5.222,4.219,0.033
0407_03_mesh_4.ply,206.978,222.018,11.725,6.162,6.067,0.051
0407_03_mesh_5.ply,414.415,588.856,47.4,15.408,6.301,0.141
0407_03_mesh_6.ply,96.253,205.257,26.48,10.716,6.517,0.036
0407_03_mesh_7.ply,247.538,383.673,33.83,11.627,4.332,0.069
0407_03_mesh_8.ply,110.319,215.685,28.091,7.279,3.645,0.031
0407_03_mesh_9.ply,134.574,150.658,9.874,5.604,4.579,0.032
