File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_03_mesh_1.ply,232.296,660.769,41.604,12.160,6.159,
0824_03_mesh_10.ply,339.465,1065.150,33.049,17.334,7.622,
0824_03_mesh_11.ply,241.950,1313.317,60.662,14.785,5.149,
0824_03_mesh_12.ply,401.286,680.315,34.191,10.768,6.065,
0824_03_mesh_13.ply,997.675,1835.595,22.216,24.158,22.966,
0824_03_mesh_14.ply,105.919,357.535,18.968,11.789,5.615,
0824_03_mesh_15.ply,119.296,365.901,16.362,15.302,4.590,
0824_03_mesh_16.ply,299.891,508.943,39.725,8.207,4.575,
0824_03_mesh_17.ply,98.376,584.432,16.471,13.130,10.055,
0824_03_mesh_18.ply,108.175,386.235,14.416,13.347,5.076,
0824_03_mesh_19.ply,643.224,1141.842,20.403,19.450,13.513,
0824_03_mesh_2.ply,46.621,285.015,20.440,8.733,3.037,
0824_03_mesh_20.ply,153.201,340.861,16.211,8.339,6.572,
0824_03_mesh_3.ply,57.764,684.080,36.300,11.104,5.054,
0824_03_mesh_4.ply,65.867,616.143,38.308,9.688,4.548,
0824_03_mesh_5.ply,219.317,465.573,14.738,12.908,11.956,
0824_03_mesh_6.ply,27.363,556.395,30.809,11.142,4.170,
0824_03_mesh_7.ply,161.493,503.990,32.041,10.217,5.637,
0824_03_mesh_8.ply,334.696,1158.177,42.418,17.442,8.130,
0824_03_mesh_9.ply,316.815,951.132,42.483,10.630,9.892,
