File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_05 cylinder_mesh_1.ply,1207.717,2540.960,72.854,13.685,11.746,
0824_05 cylinder_mesh_2.ply,2215.132,3411.438,66.292,22.273,15.372,
0824_05 cylinder_mesh_3.ply,1318.486,1999.772,29.803,20.098,16.788,
0824_05 cylinder_mesh_4.ply,4548.641,4065.884,49.392,21.508,18.237,
0824_05 cylinder_mesh_5.ply,5975.165,2961.569,50.445,17.889,18.714,
0824_05 cylinder_mesh_6.ply,6383.796,3526.281,61.317,18.747,15.961,
