File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_02_mesh_1.ply,142.463,831.206,44.724,11.734,6.194,
0825_02_mesh_10.ply,253.517,714.311,40.257,10.291,6.405,
0825_02_mesh_11.ply,805.398,1094.841,28.156,23.769,8.201,
0825_02_mesh_12.ply,455.443,1037.469,45.025,8.447,9.367,
0825_02_mesh_13.ply,312.503,932.184,36.604,16.638,7.460,
0825_02_mesh_14.ply,237.968,821.088,27.051,18.531,11.375,
0825_02_mesh_15.ply,135.803,503.675,20.962,18.359,5.844,
0825_02_mesh_2.ply,655.408,1175.997,39.990,21.959,3.675,
0825_02_mesh_3.ply,362.844,906.796,43.986,10.254,7.193,
0825_02_mesh_4.ply,225.203,634.277,20.772,17.613,10.507,
0825_02_mesh_5.ply,573.989,950.905,59.540,13.809,10.320,
0825_02_mesh_6.ply,208.159,554.489,30.673,9.750,7.402,
0825_02_mesh_7.ply,368.833,675.622,27.726,15.103,3.530,
0825_02_mesh_8.ply,33.209,516.800,28.555,12.341,4.347,
0825_02_mesh_9.ply,207.538,659.654,31.804,12.554,3.005,
