File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_01_mesh_1.ply,125.452,587.729,31.632,10.457,7.370,
0825_01_mesh_10.ply,1097.494,1435.739,42.183,10.876,9.863,
0825_01_mesh_11.ply,304.528,573.556,22.486,13.715,4.331,
0825_01_mesh_12.ply,184.484,676.138,25.607,19.428,4.652,
0825_01_mesh_13.ply,267.910,521.702,27.880,11.911,3.444,
0825_01_mesh_2.ply,206.287,616.193,32.967,13.046,3.216,
0825_01_mesh_3.ply,854.239,2093.922,70.892,18.986,13.353,
0825_01_mesh_4.ply,405.324,701.621,25.736,21.531,5.546,
0825_01_mesh_5.ply,233.107,574.611,31.449,9.392,6.453,
0825_01_mesh_6.ply,495.567,1158.825,27.028,24.915,5.373,
0825_01_mesh_7.ply,386.873,698.364,27.650,13.592,5.560,
0825_01_mesh_8.ply,530.846,902.084,31.344,15.449,8.993,
0825_01_mesh_9.ply,2887.834,2185.952,64.486,13.274,13.354,
