File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_10_mesh_1.ply,79.671,626.173,25.552,12.907,5.393,
0825_10_mesh_10.ply,303.850,659.128,30.099,12.943,6.051,
0825_10_mesh_11.ply,352.000,621.944,22.168,15.133,6.367,
0825_10_mesh_12.ply,90.305,760.013,24.062,25.576,2.375,
0825_10_mesh_13.ply,230.674,714.084,22.590,15.685,11.397,
0825_10_mesh_14.ply,1278.500,1598.826,66.669,13.098,11.211,
0825_10_mesh_15.ply,383.283,521.075,21.633,17.264,5.634,
0825_10_mesh_16.ply,375.677,1092.355,42.204,13.966,9.249,
0825_10_mesh_17.ply,596.022,1134.163,34.591,24.401,11.777,
0825_10_mesh_18.ply,260.466,845.592,30.268,15.272,11.120,
0825_10_mesh_19.ply,123.476,655.145,24.315,14.896,6.910,
0825_10_mesh_2.ply,255.182,810.970,31.525,14.549,6.441,
0825_10_mesh_3.ply,121.175,468.287,23.026,11.225,5.446,
0825_10_mesh_4.ply,126.899,712.015,26.809,14.142,5.916,
0825_10_mesh_5.ply,223.362,349.828,28.321,6.842,3.640,
0825_10_mesh_6.ply,326.165,623.093,26.140,12.917,4.281,
0825_10_mesh_7.ply,301.804,854.469,24.391,17.989,12.008,
0825_10_mesh_8.ply,72.566,708.778,33.090,18.504,5.766,
0825_10_mesh_9.ply,641.634,973.238,37.817,14.696,6.399,
