File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_11_mesh_1.ply,117.146,584.527,25.069,10.436,7.365,
0825_11_mesh_10.ply,27.698,627.420,23.302,19.179,6.193,
0825_11_mesh_11.ply,39.007,341.459,25.164,6.540,4.207,
0825_11_mesh_12.ply,219.789,609.679,38.549,9.201,8.735,
0825_11_mesh_13.ply,356.541,636.651,27.973,11.565,5.767,
0825_11_mesh_14.ply,207.814,556.756,32.614,8.580,4.890,
0825_11_mesh_15.ply,246.918,842.179,35.230,15.187,8.313,
0825_11_mesh_16.ply,158.144,798.203,27.005,16.795,6.769,
0825_11_mesh_17.ply,227.172,539.550,16.544,13.082,12.391,
0825_11_mesh_18.ply,328.951,720.028,25.353,14.227,4.759,
0825_11_mesh_2.ply,447.029,938.295,30.985,17.752,6.259,
0825_11_mesh_3.ply,589.665,755.913,33.956,11.819,7.854,
0825_11_mesh_4.ply,142.188,624.009,40.279,10.600,3.166,
0825_11_mesh_5.ply,86.402,433.639,26.466,7.957,4.741,
0825_11_mesh_6.ply,28.274,555.480,24.112,14.480,4.478,
0825_11_mesh_7.ply,107.792,501.007,32.001,10.030,6.294,
0825_11_mesh_8.ply,469.045,796.221,35.030,13.493,4.101,
0825_11_mesh_9.ply,75.539,325.532,26.967,6.451,3.015,
