File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_05_mesh_1.ply,431.866,1110.840,45.573,9.351,8.621,
0824_05_mesh_10.ply,213.852,603.901,22.496,19.519,3.910,
0824_05_mesh_11.ply,689.818,956.584,54.490,13.338,5.278,
0824_05_mesh_12.ply,323.280,709.985,29.814,11.168,7.959,
0824_05_mesh_13.ply,173.345,725.280,22.170,20.869,8.334,
0824_05_mesh_14.ply,631.968,737.830,24.904,20.711,5.829,
0824_05_mesh_15.ply,268.856,888.170,27.319,10.799,8.281,
0824_05_mesh_16.ply,63.727,252.201,28.594,5.485,2.479,
0824_05_mesh_17.ply,387.396,565.195,30.799,11.354,3.833,
0824_05_mesh_18.ply,225.798,665.259,46.805,7.381,6.951,
0824_05_mesh_2.ply,208.453,453.228,18.808,14.371,6.026,
0824_05_mesh_3.ply,149.452,456.365,24.147,14.195,2.274,
0824_05_mesh_4.ply,437.566,654.820,28.456,13.814,3.210,
0824_05_mesh_5.ply,192.891,368.089,20.086,11.481,4.142,
0824_05_mesh_6.ply,120.518,522.228,25.659,16.516,4.149,
0824_05_mesh_7.ply,100.149,456.808,19.207,9.612,7.569,
0824_05_mesh_8.ply,489.969,715.146,34.640,12.877,3.711,
0824_05_mesh_9.ply,93.368,407.809,26.285,7.879,4.723,
