File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0819_09_mesh_1.ply,400.342,1680.047,38.342,26.885,10.900,
0819_09_mesh_10.ply,324.130,812.677,25.316,18.073,8.296,
0819_09_mesh_2.ply,2165.423,7080.823,135.173,29.346,10.252,
0819_09_mesh_3.ply,716.341,830.942,35.392,11.610,6.174,
0819_09_mesh_4.ply,39.489,506.696,22.824,13.304,2.738,
0819_09_mesh_5.ply,988.503,1719.917,56.952,16.280,13.578,
0819_09_mesh_6.ply,197.345,732.311,20.273,17.272,9.385,
0819_09_mesh_7.ply,117.175,781.748,19.912,16.645,10.441,
0819_09_mesh_8.ply,282.680,1256.330,31.867,30.806,8.452,
0819_09_mesh_9.ply,198.126,1025.755,37.505,17.176,8.893,
