File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_05_mesh_1.ply,101.037,411.448,34.871,7.767,2.565,
0824_05_mesh_10.ply,229.011,435.978,20.140,14.555,3.125,
0824_05_mesh_11.ply,141.771,333.523,27.914,8.657,3.943,
0824_05_mesh_12.ply,473.274,449.879,19.557,11.212,4.216,
0824_05_mesh_13.ply,148.661,337.925,21.535,8.967,4.213,
0824_05_mesh_14.ply,595.768,811.191,26.136,20.246,5.211,
0824_05_mesh_15.ply,194.441,320.481,16.410,13.368,4.761,
0824_05_mesh_16.ply,39.072,252.731,17.490,10.606,1.426,
0824_05_mesh_2.ply,243.159,392.543,22.715,10.957,5.238,
0824_05_mesh_3.ply,163.822,331.711,24.328,7.500,3.191,
0824_05_mesh_4.ply,343.995,594.035,42.666,8.218,4.833,
0824_05_mesh_5.ply,194.471,425.761,22.384,10.662,5.819,
0824_05_mesh_6.ply,18.876,222.616,15.030,11.028,2.468,
0824_05_mesh_7.ply,208.062,518.549,31.804,12.463,5.264,
0824_05_mesh_8.ply,45.383,214.787,16.770,8.220,1.419,
0824_05_mesh_9.ply,392.089,695.196,21.945,19.391,6.135,
