File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0831_19 cylinder_mesh_1.ply,3422.769,4572.648,94.367,19.771,16.974,
0831_19 cylinder_mesh_2.ply,3513.726,7823.986,125.802,36.893,28.244,
0831_19 cylinder_mesh_3.ply,677.361,712.650,43.028,9.190,6.837,
0831_19 cylinder_mesh_4.ply,7260.185,4648.580,96.562,27.871,21.653,
0831_19 cylinder_mesh_5.ply,1104.531,1871.909,86.529,9.248,8.053,
