File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0831_13_mesh_1.ply,936.388,1331.370,36.131,29.057,5.851,
0831_13_mesh_10.ply,369.025,555.890,36.483,8.028,5.986,
0831_13_mesh_11.ply,350.966,697.385,27.184,14.444,3.500,
0831_13_mesh_12.ply,290.816,1289.481,44.439,10.555,10.021,
0831_13_mesh_13.ply,165.949,924.564,42.709,15.929,6.068,
0831_13_mesh_2.ply,448.192,729.312,32.466,12.750,6.492,
0831_13_mesh_3.ply,141.068,715.638,24.558,14.119,7.128,
0831_13_mesh_4.ply,365.576,494.515,23.642,15.029,3.778,
0831_13_mesh_5.ply,431.204,485.410,25.346,10.496,6.206,
0831_13_mesh_6.ply,89.129,418.612,34.852,9.555,4.424,
0831_13_mesh_7.ply,682.835,1015.487,28.692,23.164,6.461,
0831_13_mesh_8.ply,784.156,1655.656,40.909,25.626,6.611,
0831_13_mesh_9.ply,342.620,1229.806,42.587,20.854,10.857,
