File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0831_16_mesh_1.ply,1307.557,1537.907,42.767,28.263,7.521,
0831_16_mesh_10.ply,321.458,573.234,20.796,13.454,5.757,
0831_16_mesh_11.ply,508.040,618.110,23.810,13.564,5.258,
0831_16_mesh_12.ply,166.480,556.515,30.451,9.903,6.491,
0831_16_mesh_2.ply,400.449,919.811,24.132,19.493,7.063,
0831_16_mesh_3.ply,484.942,721.375,23.441,21.705,4.954,
0831_16_mesh_4.ply,408.011,1395.268,36.636,29.292,10.332,
0831_16_mesh_5.ply,313.959,503.644,18.401,16.059,3.993,
0831_16_mesh_6.ply,843.585,1350.468,49.732,18.524,12.258,
0831_16_mesh_7.ply,832.500,1664.149,40.865,21.306,11.915,
0831_16_mesh_8.ply,1495.933,2681.539,133.162,12.635,5.604,
0831_16_mesh_9.ply,638.394,1368.180,50.092,16.815,8.339,
