File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0831_17_mesh_1.ply,294.053,583.762,21.251,20.966,4.403,
0831_17_mesh_10.ply,294.211,428.574,18.762,13.834,3.009,
0831_17_mesh_11.ply,146.769,342.506,14.873,12.401,2.889,
0831_17_mesh_12.ply,277.928,459.343,21.638,14.788,5.044,
0831_17_mesh_13.ply,129.863,491.461,22.718,12.267,4.859,
0831_17_mesh_14.ply,149.747,670.453,36.886,10.438,4.506,
0831_17_mesh_15.ply,87.064,579.741,27.187,9.747,5.556,
0831_17_mesh_16.ply,189.428,472.915,21.966,12.261,5.073,
0831_17_mesh_17.ply,161.371,267.196,16.166,9.463,4.242,
0831_17_mesh_18.ply,423.533,730.342,36.226,12.584,2.719,
0831_17_mesh_2.ply,455.380,705.133,29.727,17.013,5.027,
0831_17_mesh_3.ply,320.215,523.669,21.477,18.392,3.433,
0831_17_mesh_4.ply,823.448,1121.955,40.042,21.332,5.638,
0831_17_mesh_5.ply,165.637,452.899,11.859,12.796,12.485,
0831_17_mesh_6.ply,255.401,856.030,26.153,17.825,7.867,
0831_17_mesh_7.ply,374.409,488.906,22.445,15.199,3.154,
0831_17_mesh_8.ply,171.860,323.880,15.973,14.680,3.031,
0831_17_mesh_9.ply,409.897,808.946,35.554,18.507,8.454,
