File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0424_03_mesh_1.ply,1331.527,1193.517,48.345,22.302,14.088,
0424_03_mesh_10.ply,35.318,105.747,15.946,3.926,2.559,0.005
0424_03_mesh_11.ply,133.234,213.727,18.038,5.405,3.859,0.042
0424_03_mesh_12.ply,102.909,202.733,26.674,8.369,2.618,0.023
0424_03_mesh_13.ply,166.455,438.373,40.855,19.243,9.173,0.042
0424_03_mesh_14.ply,26.45,127.126,15.947,6.358,2.261,0.009
0424_03_mesh_15.ply,66.409,143.454,16.544,7.032,4.628,0.033
0424_03_mesh_16.ply,101.228,156.519,13.301,6.398,5.535,0.028
0424_03_mesh_17.ply,35.518,127.578,16.705,4.558,2.305,0.009
0424_03_mesh_18.ply,91.989,174.084,15.397,7.113,3.216,0.018
0424_03_mesh_19.ply,107.322,213.222,20.332,6.91,4.454,0.028
0424_03_mesh_2.ply,40.638,132.359,21.339,7.77,3.137,0.01
0424_03_mesh_20.ply,98.151,142.308,11.758,4.405,3.622,0.028
0424_03_mesh_21.ply,204.903,589.107,100.484,20.194,7.183,0.056
0424_03_mesh_22.ply,66.228,119.958,12.023,5.906,3.711,0.02
0424_03_mesh_23.ply,82.697,183.356,26.097,12.633,3.788,0.018
0424_03_mesh_24.ply,108.897,253.247,33.062,9.967,6.668,0.032
0424_03_mesh_25.ply,68.999,211.902,33.548,5.062,2.583,0.027
0424_03_mesh_26.ply,96.689,224.365,26.04,6.105,4.588,0.029
0424_03_mesh_27.ply,15.659,162.897,28.677,8.617,5.369,0.058
0424_03_mesh_28.ply,84.85,211.528,21.303,10.445,8.349,0.028
0424_03_mesh_3.ply,72.906,197.637,29.771,5.539,6.333,0.021
0424_03_mesh_4.ply,76.421,239.863,33.685,15.371,3.607,0.018
0424_03_mesh_5.ply,38.915,143.18,17.197,6.495,3.407,0.011
0424_03_mesh_6.ply,58.215,117.742,15.668,5.773,4.322,0.019
0424_03_mesh_7.ply,81.923,143.306,14.148,5.742,5.285,0.024
0424_03_mesh_8.ply,50.308,99.46,12.426,3.669,3.76,0.013
0424_03_mesh_9.ply,62.977,156.09,28.552,2.966,2.217,0.02
0424_03_mesh_29.ply,151.862,344.761,39.781,11.115,9.301,0.046
