File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_27_mesh_1.ply,45.292,131.48,12.921,7.739,3.954,0.013
0423_27_mesh_10.ply,54.933,172.575,20.797,7.97,3.664,0.016
0423_27_mesh_11.ply,33.196,138.447,20.433,6.064,3.232,0.01
0423_27_mesh_12.ply,23.487,48.078,5.898,4.232,2.491,0.005
0423_27_mesh_13.ply,33.013,83.087,12.628,6.226,4.321,0.008
0423_27_mesh_14.ply,8.553,113.364,23.157,3.292,2.162,0.013
0423_27_mesh_15.ply,1349.224,817.695,12.82,13.517,14.491,
0423_27_mesh_16.ply,23.501,66.199,12.198,5.192,2.357,0.006
0423_27_mesh_17.ply,27.029,84.346,17.437,4.976,2.649,0.006
0423_27_mesh_18.ply,5.18,63.335,10.93,3.465,1.711,0.005
0423_27_mesh_19.ply,21.573,140.464,27.367,8.029,2.297,0.003
0423_27_mesh_2.ply,12.992,85.578,9.877,6.742,2.579,0.008
0423_27_mesh_20.ply,38.13,71.533,7.537,3.65,2.932,0.009
0423_27_mesh_3.ply,0.187,145.181,27.155,6.078,1.796,0.005
0423_27_mesh_4.ply,41.659,112.654,17.085,5.355,2.893,0.009
0423_27_mesh_5.ply,39.772,125.424,23.313,5.567,5.064,0.009
0423_27_mesh_6.ply,19.782,58.019,11.603,3.447,2.348,0.006
0423_27_mesh_7.ply,30.602,82.294,16.105,3.042,2.833,0.011
0423_27_mesh_8.ply,43.45,136.902,30.965,6.244,3.318,0.015
0423_27_mesh_9.ply,71.607,151.55,15.319,10.911,3.971,0.019
