File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_14_mesh_1.ply,32.607,120.535,16.662,12.814,4.508,0.02
0423_14_mesh_10.ply,142.873,403.062,22.522,9.433,5.058,0.068
0423_14_mesh_11.ply,83.296,169.145,24.298,6.862,3.835,0.021
0423_14_mesh_12.ply,178.776,377.92,40.188,11.304,14.228,0.057
0423_14_mesh_13.ply,27.796,108.717,10.324,6.162,3.162,0.011
0423_14_mesh_14.ply,57.871,135.324,19.837,4.146,2.777,0.016
0423_14_mesh_15.ply,38.239,107.048,10.035,5.341,3.758,0.01
0423_14_mesh_16.ply,7.655,115.353,14.286,5.092,1.982,0.007
0423_14_mesh_17.ply,108.29,195.653,19.019,5.884,4.289,0.033
0423_14_mesh_18.ply,39.629,130.006,13.627,8.903,2.72,0.01
0423_14_mesh_19.ply,65.146,156.322,9.707,9.327,3.15,0.022
0423_14_mesh_2.ply,93.963,209.883,29.528,10.639,3.276,0.021
0423_14_mesh_20.ply,38.952,100.0,14.113,3.775,3.646,0.01
0423_14_mesh_21.ply,57.963,155.158,25.24,5.18,2.399,0.019
0423_14_mesh_22.ply,33.893,78.656,14.775,2.919,3.097,0.008
0423_14_mesh_23.ply,138.309,267.562,31.258,7.821,6.295,0.035
0423_14_mesh_24.ply,1316.46,897.361,16.504,13.592,14.055,
0423_14_mesh_25.ply,129.038,247.143,33.731,5.204,3.115,0.034
0423_14_mesh_26.ply,28.191,78.743,15.667,3.778,3.23,0.007
0423_14_mesh_27.ply,55.37,144.292,27.844,4.392,2.974,0.01
0423_14_mesh_28.ply,24.44,83.202,16.798,4.078,2.377,0.004
0423_14_mesh_29.ply,69.244,125.919,14.879,3.864,2.983,0.019
0423_14_mesh_3.ply,39.116,99.898,15.05,3.714,3.032,0.008
0423_14_mesh_30.ply,53.178,173.159,16.338,9.289,2.445,0.019
0423_14_mesh_4.ply,27.183,100.787,19.426,7.171,2.294,0.004
0423_14_mesh_5.ply,148.551,365.762,40.494,26.123,4.077,0.034
0423_14_mesh_6.ply,86.204,169.384,22.501,6.102,3.387,0.02
0423_14_mesh_7.ply,44.526,151.352,28.764,8.135,3.599,0.01
0423_14_mesh_8.ply,46.654,196.258,15.627,9.275,3.204,0.027
0423_14_mesh_9.ply,70.35,147.142,16.625,6.016,3.755,0.019
