File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_08_mesh_1.ply,60.863,177.958,20.878,9.309,3.455,0.016
0423_08_mesh_10.ply,42.713,108.897,15.033,5.134,2.875,0.009
0423_08_mesh_11.ply,16.49,100.527,12.719,5.003,2.248,0.002
0423_08_mesh_12.ply,42.513,119.637,15.964,5.555,3.301,0.012
0423_08_mesh_13.ply,29.117,72.042,13.286,4.132,2.476,0.006
0423_08_mesh_14.ply,2.365,98.232,20.755,3.34,2.569,0.008
0423_08_mesh_15.ply,60.728,102.215,9.728,6.644,3.52,0.018
0423_08_mesh_16.ply,32.479,97.616,18.288,4.142,2.775,0.007
0423_08_mesh_17.ply,104.673,213.499,22.192,8.34,5.188,0.035
0423_08_mesh_18.ply,29.335,121.262,22.599,5.825,2.81,0.012
0423_08_mesh_19.ply,17.931,108.564,12.442,5.803,3.573,0.008
0423_08_mesh_2.ply,31.117,132.659,20.782,4.793,2.883,0.011
0423_08_mesh_20.ply,68.878,177.671,28.789,6.616,3.302,0.024
0423_08_mesh_21.ply,89.157,166.571,20.217,3.871,3.136,0.019
0423_08_mesh_22.ply,28.576,107.926,15.854,4.64,2.134,0.007
0423_08_mesh_23.ply,60.893,111.625,10.346,4.436,3.901,0.017
0423_08_mesh_24.ply,125.975,192.418,16.311,7.507,3.564,0.037
0423_08_mesh_25.ply,48.159,118.767,17.693,7.488,3.843,0.012
0423_08_mesh_26.ply,56.138,180.716,15.996,5.968,2.89,0.017
0423_08_mesh_3.ply,93.993,277.924,45.982,17.449,6.638,0.023
0423_08_mesh_4.ply,19.185,70.645,9.107,5.625,3.011,0.005
0423_08_mesh_5.ply,15.364,108.637,14.33,4.867,2.441,0.004
0423_08_mesh_6.ply,1284.786,813.809,15.576,13.767,14.301,
0423_08_mesh_7.ply,90.465,363.517,41.033,15.751,5.666,0.032
0423_08_mesh_8.ply,24.499,70.328,13.298,2.519,2.146,0.006
0423_08_mesh_9.ply,31.599,118.68,24.342,6.053,2.23,0.01
