File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_12_mesh_1.ply,537.411,599.783,38.294,11.915,6.13,0.157
0423_12_mesh_10.ply,819.963,588.357,25.77,8.575,7.706,0.278
0423_12_mesh_11.ply,378.516,342.932,17.742,7.105,6.333,0.126
0423_12_mesh_12.ply,2388.387,1374.718,37.835,18.374,13.956,0.884
0423_12_mesh_13.ply,2084.083,1507.999,58.11,13.336,10.472,0.583
0423_12_mesh_14.ply,1235.63,1077.014,55.687,27.906,15.529,0.456
0423_12_mesh_15.ply,495.575,428.323,15.863,14.527,8.902,0.224
0423_12_mesh_16.ply,111.273,256.481,12.819,12.781,2.833,0.022
0423_12_mesh_17.ply,225.578,359.923,35.875,5.852,4.297,0.068
0423_12_mesh_2.ply,358.542,426.722,25.359,7.396,7.096,0.094
0423_12_mesh_3.ply,537.446,510.075,31.503,8.435,5.716,0.128
0423_12_mesh_4.ply,247.719,270.564,22.583,6.22,5.414,0.086
0423_12_mesh_5.ply,1126.726,854.134,40.179,8.502,8.53,0.343
0423_12_mesh_6.ply,1777.501,1235.282,44.023,17.892,8.329,0.524
0423_12_mesh_7.ply,16.036,296.765,19.697,8.951,4.837,0.032
0423_12_mesh_8.ply,1309.667,844.706,18.01,14.544,15.027,
0423_12_mesh_9.ply,4283.406,3062.629,68.761,58.098,13.021,3.323
