File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0421_01_mesh_1.ply,464.14,649.459,58.933,12.576,4.905,0.122
0421_01_mesh_10.ply,766.697,1073.893,89.788,23.914,10.5,0.224
0421_01_mesh_11.ply,631.775,582.416,26.787,8.967,6.125,0.258
0421_01_mesh_12.ply,268.857,287.203,15.626,7.206,5.909,0.075
0421_01_mesh_13.ply,97.894,135.832,11.558,4.729,3.954,0.031
0421_01_mesh_2.ply,194.684,439.42,47.741,24.158,9.495,0.074
0421_01_mesh_3.ply,216.726,350.574,27.078,5.911,3.883,0.074
0421_01_mesh_4.ply,674.776,696.531,29.345,11.587,7.34,0.285
0421_01_mesh_5.ply,626.196,980.113,90.807,22.957,8.666,0.177
0421_01_mesh_6.ply,1340.737,1274.471,53.565,20.339,16.605,0.485
0421_01_mesh_7.ply,1311.457,785.932,13.759,14.778,14.351,
0421_01_mesh_8.ply,92.363,316.19,48.213,10.439,5.179,0.037
0421_01_mesh_9.ply,673.69,485.67,20.897,12.66,8.545,0.237
