File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_11_mesh_1.ply,53.062,131.246,20.555,5.333,3.111,0.015
0423_11_mesh_10.ply,47.51,96.701,13.445,4.244,4.562,0.015
0423_11_mesh_11.ply,14.534,71.338,9.376,4.705,2.136,0.004
0423_11_mesh_12.ply,45.048,111.493,14.849,4.252,3.343,0.013
0423_11_mesh_13.ply,50.358,110.396,10.622,7.089,3.593,0.019
0423_11_mesh_14.ply,12.562,49.68,11.084,4.789,2.018,0.004
0423_11_mesh_15.ply,46.84,91.535,13.216,3.513,3.864,0.011
0423_11_mesh_16.ply,99.695,160.941,20.25,5.0,3.983,0.037
0423_11_mesh_17.ply,46.0,108.505,13.833,9.822,3.032,0.01
0423_11_mesh_18.ply,32.773,92.222,17.352,2.843,2.638,0.005
0423_11_mesh_19.ply,35.941,75.477,10.789,4.553,3.3,0.01
0423_11_mesh_2.ply,12.322,67.167,6.848,7.48,1.744,0.004
0423_11_mesh_20.ply,64.315,110.829,12.901,4.781,3.274,0.017
0423_11_mesh_21.ply,38.133,64.629,4.827,4.977,4.15,0.009
0423_11_mesh_22.ply,1427.854,921.178,13.832,18.831,15.839,
0423_11_mesh_23.ply,7.888,61.818,5.933,6.149,2.061,0.005
0423_11_mesh_24.ply,59.296,104.653,10.357,4.867,5.121,0.02
0423_11_mesh_25.ply,20.815,74.067,13.442,10.247,2.986,0.006
0423_11_mesh_26.ply,24.462,96.864,10.615,6.761,1.745,0.006
0423_11_mesh_3.ply,16.399,75.464,8.445,12.524,1.976,0.007
0423_11_mesh_4.ply,77.795,145.698,17.701,8.985,4.217,0.028
0423_11_mesh_5.ply,56.53,143.096,24.045,9.294,3.128,0.014
0423_11_mesh_6.ply,12.727,85.916,8.875,8.305,1.782,0.008
0423_11_mesh_7.ply,4.022,88.454,11.187,7.54,0.693,0.007
0423_11_mesh_8.ply,43.725,89.949,12.849,5.105,3.452,0.004
0423_11_mesh_9.ply,64.022,201.04,37.545,4.935,3.164,0.014
