File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_09_mesh_1.ply,7274.005,4455.895,145.643,46.241,35.168,4.748
0423_09_mesh_10.ply,1346.045,1223.874,74.823,19.317,6.031,0.4
0423_09_mesh_11.ply,272.285,253.88,10.689,9.522,6.576,0.094
0423_09_mesh_12.ply,282.354,420.502,39.556,13.118,3.935,0.082
0423_09_mesh_13.ply,202.987,236.358,13.181,6.771,6.299,0.048
0423_09_mesh_14.ply,85.072,172.548,18.408,5.757,4.07,0.049
0423_09_mesh_2.ply,136.089,236.48,14.81,7.527,4.595,0.043
0423_09_mesh_3.ply,1311.221,856.157,24.851,17.487,9.913,0.336
0423_09_mesh_4.ply,1040.995,642.691,13.082,12.728,13.051,
0423_09_mesh_5.ply,745.852,1063.154,92.053,29.549,6.802,0.204
0423_09_mesh_6.ply,386.672,603.292,62.7,13.392,6.394,0.11
0423_09_mesh_7.ply,1477.866,1162.682,57.646,12.465,6.665,0.37
0423_09_mesh_8.ply,424.939,523.353,31.964,17.385,8.807,0.14
0423_09_mesh_9.ply,502.767,675.095,42.09,25.391,8.687,0.148
