File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0424_06_mesh_1.ply,546.538,1130.73,109.124,34.726,8.242,0.134
0424_06_mesh_10.ply,932.706,1261.582,60.394,22.784,14.629,0.282
0424_06_mesh_11.ply,273.448,653.641,74.99,23.043,7.456,0.15
0424_06_mesh_12.ply,562.038,826.0,52.574,15.808,5.517,0.15
0424_06_mesh_13.ply,274.126,718.008,52.247,22.791,9.686,0.082
0424_06_mesh_14.ply,133.138,283.813,32.808,13.858,11.754,0.034
0424_06_mesh_2.ply,1233.527,1027.191,19.139,15.624,14.284,
0424_06_mesh_3.ply,758.296,889.193,34.182,22.307,8.734,0.239
0424_06_mesh_4.ply,243.244,414.936,33.36,12.65,5.339,0.064
0424_06_mesh_5.ply,1295.574,1182.578,51.088,29.731,10.092,0.357
0424_06_mesh_6.ply,335.943,432.726,28.719,9.642,5.483,0.112
0424_06_mesh_7.ply,602.005,794.387,36.583,10.889,9.256,0.181
0424_06_mesh_8.ply,85.063,276.734,22.437,4.737,3.175,0.021
0424_06_mesh_9.ply,207.004,493.212,58.683,15.314,7.909,0.115
