File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_21_mesh_1.ply,91.728,189.681,25.629,6.254,4.845,0.025
0423_21_mesh_10.ply,120.502,205.034,18.54,8.17,4.795,0.035
0423_21_mesh_11.ply,269.401,402.739,37.663,10.621,4.422,0.054
0423_21_mesh_12.ply,113.789,256.44,24.024,12.853,10.226,0.042
0423_21_mesh_13.ply,92.529,148.262,9.677,7.504,4.973,0.027
0423_21_mesh_14.ply,820.033,900.163,47.01,30.087,7.676,0.276
0423_21_mesh_15.ply,156.401,215.305,11.197,6.562,4.771,0.042
0423_21_mesh_16.ply,21.346,223.938,18.643,8.975,2.21,0.014
0423_21_mesh_17.ply,1249.619,1013.994,14.988,16.26,14.173,
0423_21_mesh_18.ply,51.523,94.294,9.366,5.326,3.234,0.014
0423_21_mesh_19.ply,127.759,274.523,35.252,5.106,3.058,0.028
0423_21_mesh_2.ply,67.058,279.875,22.471,11.081,3.059,0.019
0423_21_mesh_20.ply,77.448,173.662,20.557,7.182,4.288,0.018
0423_21_mesh_21.ply,131.074,344.587,41.975,8.862,10.353,0.047
0423_21_mesh_22.ply,85.712,173.965,21.812,5.012,3.65,0.031
0423_21_mesh_23.ply,166.496,241.92,25.591,4.937,4.763,0.053
0423_21_mesh_3.ply,247.344,386.414,37.967,6.651,5.514,0.079
0423_21_mesh_4.ply,257.697,394.939,22.065,12.045,5.304,0.064
0423_21_mesh_5.ply,162.153,248.945,21.461,6.361,5.568,0.041
0423_21_mesh_6.ply,244.827,307.144,18.958,7.216,5.553,0.07
0423_21_mesh_7.ply,57.005,143.148,22.536,3.689,3.534,0.02
0423_21_mesh_8.ply,131.071,274.206,28.819,5.016,6.643,0.042
0423_21_mesh_9.ply,207.021,553.286,48.631,37.722,3.944,0.058
