File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0819_11_mesh_1.ply,862.400,1724.078,49.409,14.796,10.273,
0819_11_mesh_10.ply,73.535,404.725,14.452,13.645,3.732,
0819_11_mesh_11.ply,97.762,468.423,27.700,9.974,2.453,
0819_11_mesh_12.ply,306.320,583.190,27.191,11.609,7.212,
0819_11_mesh_13.ply,151.458,679.264,30.611,14.779,4.860,
0819_11_mesh_14.ply,177.383,327.037,14.775,11.500,5.433,
0819_11_mesh_15.ply,80.244,984.214,48.048,14.724,6.788,
0819_11_mesh_16.ply,399.482,1046.765,43.469,13.276,7.780,
0819_11_mesh_17.ply,216.365,568.806,30.165,10.671,5.467,
0819_11_mesh_18.ply,79.549,452.019,30.474,7.805,3.705,
0819_11_mesh_2.ply,197.038,689.095,32.597,12.915,4.285,
0819_11_mesh_3.ply,149.023,471.301,23.630,10.614,4.190,
0819_11_mesh_4.ply,285.656,330.003,16.317,8.931,3.854,
0819_11_mesh_5.ply,554.073,560.258,24.720,11.012,5.161,
0819_11_mesh_6.ply,204.525,309.876,16.815,8.495,3.319,
0819_11_mesh_7.ply,175.314,385.479,26.450,8.860,3.321,
0819_11_mesh_8.ply,321.950,572.820,31.147,9.627,4.076,
0819_11_mesh_9.ply,137.946,466.781,27.895,7.571,5.388,
