File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0819_12_mesh_1.ply,52.624,241.355,20.589,6.991,2.724,
0819_12_mesh_10.ply,128.609,378.036,19.498,13.579,5.055,
0819_12_mesh_11.ply,16.605,162.763,11.402,9.784,1.645,
0819_12_mesh_12.ply,353.867,1061.914,46.519,17.082,7.503,
0819_12_mesh_13.ply,103.306,300.479,17.875,10.488,2.847,
0819_12_mesh_14.ply,78.858,186.075,11.006,10.597,3.379,
0819_12_mesh_15.ply,33.701,120.823,10.027,7.232,1.936,
0819_12_mesh_16.ply,23.027,158.111,12.609,7.686,1.180,
0819_12_mesh_17.ply,13.614,314.568,18.507,11.595,1.743,
0819_12_mesh_18.ply,235.655,472.180,20.045,13.100,3.064,
0819_12_mesh_19.ply,65.890,221.446,14.013,9.119,2.149,
0819_12_mesh_2.ply,158.184,354.118,24.131,9.289,2.108,
0819_12_mesh_20.ply,17.051,131.234,13.875,7.676,1.144,
0819_12_mesh_21.ply,44.490,128.230,13.366,7.572,1.551,
0819_12_mesh_22.ply,130.443,262.623,18.436,7.108,2.873,
0819_12_mesh_23.ply,60.219,155.732,9.100,7.998,4.336,
0819_12_mesh_24.ply,41.255,154.671,15.667,6.912,1.433,
0819_12_mesh_25.ply,56.912,157.227,13.631,7.130,1.684,
0819_12_mesh_3.ply,191.043,405.429,22.673,17.882,4.099,
0819_12_mesh_4.ply,121.703,275.962,21.614,7.676,3.093,
0819_12_mesh_5.ply,157.860,721.621,34.269,20.256,5.326,
0819_12_mesh_6.ply,73.612,156.113,15.841,6.455,3.564,
0819_12_mesh_7.ply,65.291,271.423,20.721,8.963,1.697,
0819_12_mesh_8.ply,106.503,322.248,17.030,13.195,3.059,
0819_12_mesh_9.ply,75.722,161.194,14.475,6.302,1.948,
