File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_05_mesh_1.ply,507.847,808.876,40.384,14.186,5.137,
0825_05_mesh_10.ply,69.725,225.346,15.644,10.122,3.556,
0825_05_mesh_11.ply,82.908,229.504,18.416,7.872,3.019,
0825_05_mesh_2.ply,346.501,1100.478,44.419,11.794,7.510,
0825_05_mesh_3.ply,578.752,1018.090,40.786,19.082,10.609,
0825_05_mesh_4.ply,1353.082,1472.992,50.203,21.502,15.629,
0825_05_mesh_5.ply,782.273,2064.121,67.200,17.005,17.346,
0825_05_mesh_6.ply,226.620,736.314,34.484,11.988,5.996,
0825_05_mesh_7.ply,488.497,1538.710,43.327,14.445,11.907,
0825_05_mesh_8.ply,645.232,1539.491,68.854,15.463,8.541,
0825_05_mesh_9.ply,122.000,523.949,28.313,9.982,6.205,
