File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0408_04_mesh_1.ply,281.352,643.535,58.264,26.636,11.738,0.072
0408_04_mesh_10.ply,89.513,203.913,34.219,4.98,3.22,0.018
0408_04_mesh_11.ply,47.885,194.179,22.508,7.486,3.412,0.01
0408_04_mesh_12.ply,17.87,145.721,14.278,4.669,2.98,0.007
0408_04_mesh_13.ply,34.174,107.532,12.845,7.949,2.532,0.006
0408_04_mesh_14.ply,93.526,232.752,33.497,12.364,4.515,0.029
0408_04_mesh_15.ply,62.614,100.185,6.817,6.423,3.517,0.022
0408_04_mesh_16.ply,27.261,142.876,21.708,7.269,5.027,0.01
0408_04_mesh_17.ply,1295.061,860.071,19.116,15.338,14.781,
0408_04_mesh_18.ply,80.026,178.84,25.437,4.749,3.372,0.018
0408_04_mesh_19.ply,70.912,420.252,31.643,13.422,3.457,0.025
0408_04_mesh_2.ply,124.058,242.584,28.722,6.779,3.734,0.026
0408_04_mesh_20.ply,33.04,138.256,10.678,8.48,4.39,0.009
0408_04_mesh_21.ply,37.542,108.902,20.722,5.061,2.497,0.011
0408_04_mesh_22.ply,96.041,180.795,13.606,6.8,5.695,0.03
0408_04_mesh_23.ply,82.683,164.797,10.936,6.088,5.037,0.031
0408_04_mesh_24.ply,30.078,179.505,22.552,8.059,3.226,0.029
0408_04_mesh_3.ply,369.753,610.411,63.218,13.063,10.785,0.112
0408_04_mesh_4.ply,81.577,206.205,18.944,5.778,5.435,0.021
0408_04_mesh_5.ply,121.749,280.073,28.171,9.211,3.739,0.028
0408_04_mesh_6.ply,63.998,218.687,23.584,9.739,3.918,0.016
0408_04_mesh_7.ply,43.942,189.637,23.444,14.528,4.033,0.019
0408_04_mesh_8.ply,39.951,104.384,19.671,3.094,3.634,0.011
0408_04_mesh_9.ply,143.962,230.207,14.993,7.708,5.575,0.038
