File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0407_17_mesh_1.ply,1727.772,1048.765,40.663,12.393,8.875,0.483
0407_17_mesh_10.ply,980.303,1056.105,61.051,17.652,8.009,0.317
0407_17_mesh_11.ply,871.201,688.9,13.39,13.018,13.727,
0407_17_mesh_12.ply,1134.099,680.633,20.461,11.333,10.629,0.325
0407_17_mesh_13.ply,798.46,628.414,26.033,10.224,9.243,0.196
0407_17_mesh_14.ply,317.233,346.815,18.517,10.312,6.212,0.073
0407_17_mesh_2.ply,501.501,448.03,19.719,9.634,8.92,0.111
0407_17_mesh_3.ply,264.509,314.346,18.649,7.297,5.251,0.075
0407_17_mesh_4.ply,830.925,793.162,36.985,16.578,9.249,0.259
0407_17_mesh_5.ply,219.405,245.04,13.804,7.215,4.724,0.068
0407_17_mesh_6.ply,460.205,476.785,26.534,10.028,5.631,0.13
0407_17_mesh_7.ply,2435.479,1254.316,40.376,14.387,9.666,0.699
0407_17_mesh_8.ply,694.002,685.19,42.732,8.256,6.192,0.175
0407_17_mesh_9.ply,12305.471,5007.93,111.979,33.644,17.666,5.795
