File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0403_07_mesh_1.ply,187.189,302.289,27.44,7.47,4.479,0.062
0403_07_mesh_10.ply,887.158,760.676,33.067,17.209,7.983,0.254
0403_07_mesh_11.ply,278.612,362.502,27.884,5.433,4.68,0.083
0403_07_mesh_12.ply,684.417,525.657,25.641,8.095,6.968,0.199
0403_07_mesh_13.ply,62.279,179.021,12.413,5.275,7.884,0.032
0403_07_mesh_14.ply,882.423,729.046,24.111,14.886,9.366,0.249
0403_07_mesh_15.ply,100.448,249.625,12.998,6.761,6.073,0.042
0403_07_mesh_16.ply,1013.019,922.484,34.702,14.16,8.684,0.303
0403_07_mesh_17.ply,310.976,412.213,38.928,11.174,4.45,0.101
0403_07_mesh_2.ply,425.526,484.931,37.183,9.785,5.309,0.173
0403_07_mesh_3.ply,1324.034,945.843,17.967,16.984,14.107,
0403_07_mesh_4.ply,74.61,247.522,47.281,7.688,4.764,0.021
0403_07_mesh_5.ply,424.744,645.209,68.882,17.052,4.92,0.133
0403_07_mesh_6.ply,319.788,454.443,31.747,13.569,8.945,0.109
0403_07_mesh_7.ply,54.531,109.873,10.223,4.584,4.286,0.02
0403_07_mesh_8.ply,556.876,545.958,21.586,11.879,6.65,0.168
0403_07_mesh_9.ply,256.949,396.91,33.943,6.778,4.012,0.075
