File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0408_03_mesh_1.ply,91.696,177.059,12.041,9.827,4.239,0.028
0408_03_mesh_10.ply,92.638,162.036,13.52,6.533,4.709,0.021
0408_03_mesh_11.ply,138.916,230.204,22.212,9.267,5.972,0.034
0408_03_mesh_12.ply,289.708,469.671,40.502,19.959,10.221,0.075
0408_03_mesh_13.ply,184.884,407.396,55.142,15.686,5.767,0.081
0408_03_mesh_14.ply,164.775,206.996,15.966,5.284,4.38,0.066
0408_03_mesh_15.ply,117.175,166.099,13.581,4.685,4.574,0.041
0408_03_mesh_16.ply,89.104,137.202,8.714,5.833,4.54,0.031
0408_03_mesh_17.ply,129.647,154.635,9.949,6.774,4.657,0.046
0408_03_mesh_18.ply,93.914,147.631,15.562,5.069,3.628,0.02
0408_03_mesh_19.ply,185.426,237.356,16.19,6.765,5.579,0.054
0408_03_mesh_2.ply,144.972,301.954,35.282,5.843,3.978,0.057
0408_03_mesh_20.ply,120.277,174.674,16.537,3.822,3.698,0.036
0408_03_mesh_21.ply,293.934,440.003,26.17,15.322,6.392,0.079
0408_03_mesh_22.ply,137.192,164.028,10.938,5.132,5.13,0.053
0408_03_mesh_23.ply,248.426,351.219,33.693,8.007,4.219,0.063
0408_03_mesh_24.ply,150.095,235.77,24.185,4.799,3.74,0.035
0408_03_mesh_25.ply,204.512,211.437,10.517,6.611,7.259,0.061
0408_03_mesh_3.ply,90.67,163.312,12.396,5.654,4.404,0.035
0408_03_mesh_4.ply,409.826,662.267,70.236,37.333,6.611,0.093
0408_03_mesh_5.ply,143.297,510.791,62.279,42.129,4.72,0.109
0408_03_mesh_6.ply,1212.571,783.485,15.865,22.508,14.427,
0408_03_mesh_7.ply,97.582,258.835,26.693,7.478,4.439,0.027
0408_03_mesh_8.ply,88.067,137.549,10.736,4.755,4.466,0.035
0408_03_mesh_9.ply,387.006,491.979,26.458,13.011,8.665,0.111
