File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0331_01_mesh_1.ply,342.245,449.297,36.458,9.123,4.204,0.102
0331_01_mesh_10.ply,224.784,281.933,13.101,8.259,5.972,0.084
0331_01_mesh_11.ply,307.185,350.678,16.32,11.205,6.82,0.114
0331_01_mesh_12.ply,174.47,289.218,29.218,6.421,3.953,0.066
0331_01_mesh_2.ply,796.129,644.276,26.688,8.418,8.73,0.244
0331_01_mesh_3.ply,1932.11,1389.335,60.191,9.208,8.675,0.564
0331_01_mesh_4.ply,356.284,505.166,45.604,9.642,5.132,0.106
0331_01_mesh_5.ply,749.637,628.226,34.503,8.012,6.649,0.28
0331_01_mesh_6.ply,1146.841,791.297,33.141,9.385,7.921,0.323
0331_01_mesh_7.ply,1301.617,827.138,14.986,15.334,13.467,
0331_01_mesh_8.ply,179.803,237.064,17.925,5.926,5.368,0.072
0331_01_mesh_9.ply,148.263,193.721,8.481,8.267,8.833,0.051
