File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0403_13_mesh_1.ply,83.119,161.933,24.05,4.353,3.018,0.031
0403_13_mesh_10.ply,217.511,271.667,20.59,8.114,7.678,0.078
0403_13_mesh_2.ply,1379.406,832.336,13.394,16.632,15.004,
0403_13_mesh_3.ply,83.821,228.504,40.75,7.804,3.46,0.034
0403_13_mesh_4.ply,60.32,106.006,11.736,3.306,3.245,0.016
0403_13_mesh_5.ply,45.309,163.864,32.483,3.093,3.126,0.018
0403_13_mesh_6.ply,125.652,214.158,25.906,4.567,3.399,0.039
0403_13_mesh_7.ply,17.36,87.936,25.47,3.628,1.947,0.004
0403_13_mesh_8.ply,89.721,219.752,32.184,9.189,3.07,0.027
0403_13_mesh_9.ply,52.127,137.965,26.485,3.39,3.104,0.021
