File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0506_12_mesh_1.ply,5.516,113.547,13.310,5.359,1.336,0.007
0506_12_mesh_10.ply,61.757,122.770,7.577,8.386,3.140,0.019
0506_12_mesh_11.ply,19.105,90.165,8.121,7.378,4.711,0.020
0506_12_mesh_12.ply,84.293,121.015,5.552,6.322,6.260,0.020
0506_12_mesh_13.ply,45.777,120.211,11.527,8.627,2.599,0.011
0506_12_mesh_14.ply,25.854,148.792,9.594,7.971,4.108,0.015
0506_12_mesh_15.ply,145.560,276.255,20.717,6.766,4.066,0.029
0506_12_mesh_16.ply,52.596,112.526,9.956,6.272,3.055,0.014
0506_12_mesh_17.ply,1.254,112.847,10.513,8.003,1.329,0.009
0506_12_mesh_18.ply,64.388,137.023,15.994,4.445,2.517,0.021
0506_12_mesh_19.ply,21.135,188.328,16.287,8.910,1.882,0.016
0506_12_mesh_2.ply,38.620,125.141,8.773,7.674,3.581,0.014
0506_12_mesh_20.ply,9.745,87.842,10.460,5.247,1.790,0.010
0506_12_mesh_21.ply,11.423,89.128,6.959,9.153,3.170,0.010
0506_12_mesh_22.ply,11.843,81.677,13.262,4.592,1.603,0.006
0506_12_mesh_23.ply,4.838,113.050,10.141,8.455,1.516,0.011
0506_12_mesh_24.ply,10.811,64.736,6.470,5.094,4.744,0.006
0506_12_mesh_25.ply,8.619,102.346,11.440,6.446,1.425,0.010
0506_12_mesh_26.ply,13.595,113.946,12.254,6.206,1.373,0.008
0506_12_mesh_27.ply,45.730,170.794,13.390,8.834,3.375,0.027
0506_12_mesh_28.ply,6.695,86.961,15.045,5.053,1.354,0.004
0506_12_mesh_29.ply,1654.696,881.716,17.678,14.988,14.291,
0506_12_mesh_3.ply,13.538,93.002,8.847,6.952,1.431,0.010
0506_12_mesh_4.ply,43.437,94.448,7.392,6.133,3.341,0.011
0506_12_mesh_5.ply,160.985,274.591,17.233,8.207,3.849,0.051
0506_12_mesh_6.ply,18.815,126.517,10.895,7.414,3.050,0.008
0506_12_mesh_7.ply,100.343,195.752,18.389,6.793,3.846,0.041
0506_12_mesh_8.ply,66.797,124.555,10.417,5.865,3.648,0.014
0506_12_mesh_9.ply,54.422,116.016,9.763,5.186,3.366,0.016
