File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0506_11_mesh_1.ply,600.530,571.404,31.112,15.157,9.855,0.189
0506_11_mesh_10.ply,149.641,219.352,21.002,8.008,3.852,0.031
0506_11_mesh_11.ply,72.634,478.163,29.775,10.158,5.162,0.056
0506_11_mesh_12.ply,154.468,191.899,16.056,5.694,4.320,0.038
0506_11_mesh_13.ply,260.828,340.214,23.120,7.685,4.928,0.071
0506_11_mesh_14.ply,190.283,259.885,21.530,5.840,4.734,0.047
0506_11_mesh_15.ply,115.149,207.033,21.408,9.077,4.829,0.030
0506_11_mesh_16.ply,242.309,255.740,16.904,7.586,5.506,0.069
0506_11_mesh_17.ply,5.903,287.311,12.179,13.202,7.888,
0506_11_mesh_18.ply,103.921,366.128,19.794,8.886,6.226,0.049
0506_11_mesh_19.ply,146.159,228.996,21.694,5.957,7.228,0.038
0506_11_mesh_2.ply,194.194,273.786,17.237,8.652,4.883,0.050
0506_11_mesh_20.ply,1204.194,778.921,14.894,14.833,13.468,
0506_11_mesh_21.ply,300.980,372.337,24.383,7.144,5.755,0.078
0506_11_mesh_22.ply,72.956,132.135,10.473,5.324,3.770,0.019
0506_11_mesh_23.ply,313.471,363.997,16.064,9.489,6.806,0.066
0506_11_mesh_24.ply,139.528,227.998,20.979,8.895,5.211,0.034
0506_11_mesh_25.ply,342.799,371.921,21.427,9.718,10.114,0.107
0506_11_mesh_26.ply,156.729,207.235,9.600,8.359,6.849,0.046
0506_11_mesh_3.ply,61.621,344.700,15.888,12.219,6.598,0.054
0506_11_mesh_4.ply,267.131,429.453,45.928,12.430,8.943,0.100
0506_11_mesh_5.ply,24.021,186.049,16.047,6.954,3.311,0.049
0506_11_mesh_6.ply,797.222,680.038,34.750,12.264,6.333,0.235
0506_11_mesh_7.ply,545.867,493.685,18.479,10.895,7.004,0.148
0506_11_mesh_8.ply,2017.650,1214.882,48.114,15.472,13.632,0.555
0506_11_mesh_9.ply,30.062,203.474,12.250,9.295,3.979,0.028
