File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0507_10_mesh_1.ply,167.845,288.069,23.177,6.144,5.588,0.042
0507_10_mesh_10.ply,131.254,293.549,29.609,9.143,3.376,0.031
0507_10_mesh_11.ply,110.089,157.686,15.996,5.395,3.643,0.036
0507_10_mesh_12.ply,38.524,124.516,13.399,5.498,5.706,0.014
0507_10_mesh_13.ply,31.61,121.282,10.14,5.486,3.178,0.012
0507_10_mesh_14.ply,28.043,97.397,16.623,5.897,2.614,0.003
0507_10_mesh_15.ply,312.784,462.277,28.482,9.29,8.404,0.093
0507_10_mesh_16.ply,29.605,152.333,13.598,8.469,3.012,0.014
0507_10_mesh_17.ply,66.717,148.843,19.197,4.739,3.602,0.015
0507_10_mesh_18.ply,139.056,304.405,17.508,8.182,5.915,0.051
0507_10_mesh_19.ply,273.216,459.598,51.217,9.738,5.416,0.05
0507_10_mesh_2.ply,215.805,309.97,26.265,6.51,4.507,0.051
0507_10_mesh_20.ply,97.67,168.707,13.688,4.658,4.293,0.026
0507_10_mesh_21.ply,11.764,152.115,11.862,7.51,2.747,0.008
0507_10_mesh_22.ply,40.392,163.986,24.825,7.525,2.139,0.011
0507_10_mesh_23.ply,107.652,191.756,19.382,4.497,3.693,0.023
0507_10_mesh_24.ply,53.273,154.453,15.992,8.416,3.324,0.011
0507_10_mesh_25.ply,77.761,139.254,12.447,6.178,3.648,0.014
0507_10_mesh_26.ply,40.737,124.369,18.183,5.971,3.024,0.01
0507_10_mesh_27.ply,0.685,171.421,16.22,7.709,1.483,0.011
0507_10_mesh_28.ply,1.657,146.846,12.161,7.579,1.99,0.009
0507_10_mesh_29.ply,1245.689,909.238,15.34,13.297,14.375,
0507_10_mesh_3.ply,58.454,129.895,12.709,5.83,3.603,0.014
0507_10_mesh_30.ply,24.994,93.848,16.618,4.24,2.667,0.003
0507_10_mesh_4.ply,69.365,167.072,21.445,5.163,3.648,0.015
0507_10_mesh_5.ply,26.063,222.353,17.229,8.543,3.831,0.014
0507_10_mesh_6.ply,125.158,179.773,12.937,7.22,4.936,0.037
0507_10_mesh_7.ply,149.234,188.456,14.049,7.331,4.875,0.043
0507_10_mesh_8.ply,50.454,131.063,15.744,5.162,4.052,0.025
0507_10_mesh_9.ply,422.287,802.395,77.155,25.995,6.999,0.101
