File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0506_03_mesh_1.ply,1188.1,778.492,19.914,16.43,14.5,
0506_03_mesh_10.ply,4260.391,2444.236,95.696,11.92,11.859,2.186
0506_03_mesh_11.ply,566.816,454.711,21.521,7.88,6.945,0.161
0506_03_mesh_12.ply,234.852,254.374,12.409,7.841,7.708,0.079
0506_03_mesh_2.ply,933.557,949.98,56.991,20.32,12.743,0.267
0506_03_mesh_3.ply,306.396,259.236,10.678,8.159,7.79,0.094
0506_03_mesh_4.ply,295.461,280.418,10.921,9.565,8.726,0.087
0506_03_mesh_5.ply,275.311,286.685,18.456,5.781,4.786,0.079
0506_03_mesh_6.ply,6341.401,3519.347,118.708,25.319,12.641,2.005
0506_03_mesh_7.ply,2090.063,1519.788,74.733,18.553,10.379,0.809
0506_03_mesh_8.ply,748.853,635.011,35.549,9.451,5.896,0.207
0506_03_mesh_9.ply,1852.052,1218.173,45.43,19.027,9.211,0.564
