File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0507_12_mesh_1.ply,450.973,903.213,62.034,7.981,6.309,0.356
0507_12_mesh_10.ply,94.730,177.823,13.124,4.252,3.823,0.028
0507_12_mesh_11.ply,35.669,169.975,17.272,7.608,4.749,0.015
0507_12_mesh_12.ply,82.971,223.171,28.149,9.025,3.902,0.018
0507_12_mesh_13.ply,153.690,228.735,14.877,8.058,5.897,0.022
0507_12_mesh_14.ply,92.756,199.896,14.823,4.873,3.935,0.010
0507_12_mesh_15.ply,162.347,288.249,16.076,7.341,6.005,0.057
0507_12_mesh_16.ply,103.234,228.739,24.212,8.587,3.258,0.013
0507_12_mesh_17.ply,138.307,221.699,13.500,7.861,5.093,0.034
0507_12_mesh_18.ply,819.165,818.778,37.677,8.501,7.178,0.094
0507_12_mesh_19.ply,87.009,182.336,17.736,6.199,3.897,0.049
0507_12_mesh_2.ply,209.286,246.981,17.009,5.521,5.244,0.055
0507_12_mesh_20.ply,362.581,429.694,23.216,8.822,5.569,0.085
0507_12_mesh_21.ply,93.298,132.797,8.058,6.421,4.965,0.025
0507_12_mesh_22.ply,94.663,227.307,27.015,9.435,4.552,0.020
0507_12_mesh_23.ply,249.315,386.546,33.516,12.142,4.344,0.051
0507_12_mesh_24.ply,61.077,135.145,12.035,9.292,3.402,0.015
0507_12_mesh_25.ply,105.340,205.208,22.568,4.143,4.171,0.025
0507_12_mesh_26.ply,363.812,484.582,32.243,6.959,7.200,0.064
0507_12_mesh_27.ply,37.226,212.499,15.773,8.016,3.346,0.019
0507_12_mesh_28.ply,43.947,300.646,18.320,7.980,5.500,0.025
0507_12_mesh_3.ply,50.883,174.905,9.690,8.978,4.552,0.019
0507_12_mesh_4.ply,443.019,642.490,41.834,6.653,4.985,0.159
0507_12_mesh_5.ply,521.836,575.618,26.375,11.780,13.572,0.208
0507_12_mesh_6.ply,47.733,140.418,22.461,3.199,2.270,0.019
0507_12_mesh_7.ply,214.878,352.169,20.673,6.626,5.638,0.040
0507_12_mesh_8.ply,536.177,643.702,29.524,10.197,5.828,0.157
0507_12_mesh_9.ply,990.838,673.254,13.184,12.768,12.868,
