File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0505_01_mesh_1.ply,201.185,272.895,19.463,6.940,5.242,0.061
0505_01_mesh_10.ply,858.213,772.502,40.746,9.339,7.196,0.250
0505_01_mesh_11.ply,1372.569,814.436,14.989,15.209,14.456,
0505_01_mesh_12.ply,646.681,759.021,57.056,8.570,7.623,0.185
0505_01_mesh_13.ply,481.497,608.013,40.547,9.491,5.937,0.124
0505_01_mesh_14.ply,2052.815,1797.910,87.287,18.757,7.348,0.529
0505_01_mesh_15.ply,135.919,167.094,10.486,6.798,5.875,0.052
0505_01_mesh_2.ply,399.168,423.000,32.074,5.354,5.600,0.157
0505_01_mesh_3.ply,1083.303,767.482,25.942,12.012,8.534,0.368
0505_01_mesh_4.ply,887.795,993.538,63.501,9.114,6.880,0.264
0505_01_mesh_5.ply,3659.883,2476.564,100.067,18.247,10.628,0.955
0505_01_mesh_6.ply,177.891,218.833,12.797,7.062,5.656,0.056
0505_01_mesh_7.ply,225.340,412.939,33.694,9.113,5.365,0.071
0505_01_mesh_8.ply,310.334,330.483,22.715,9.013,4.738,0.114
0505_01_mesh_9.ply,1245.203,1005.299,48.224,9.385,7.014,0.315
