File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0507_04_mesh_1.ply,140.936,241.576,20.222,8.171,4.131,0.059
0507_04_mesh_10.ply,4016.918,2143.430,70.722,17.600,10.765,0.996
0507_04_mesh_11.ply,94.739,279.098,43.878,10.633,3.196,0.039
0507_04_mesh_12.ply,139.861,317.403,41.654,9.488,4.013,0.031
0507_04_mesh_13.ply,131.033,179.011,14.194,4.979,4.668,0.028
0507_04_mesh_14.ply,497.947,667.860,48.948,11.739,6.216,0.140
0507_04_mesh_15.ply,208.632,278.499,15.631,7.804,5.839,0.059
0507_04_mesh_16.ply,1136.818,1061.612,55.020,10.183,10.262,0.364
0507_04_mesh_17.ply,1166.566,739.712,14.940,16.991,14.009,
0507_04_mesh_18.ply,108.854,180.897,11.128,5.431,4.936,0.040
0507_04_mesh_2.ply,3045.074,2198.947,84.021,27.843,16.598,0.869
0507_04_mesh_3.ply,2186.622,1095.883,31.396,13.279,12.756,0.557
0507_04_mesh_4.ply,731.041,727.691,30.301,13.728,7.972,0.213
0507_04_mesh_5.ply,233.725,360.091,25.119,6.933,5.384,0.07
0507_04_mesh_6.ply,384.283,328.544,14.864,8.250,6.969,0.106
0507_04_mesh_7.ply,188.373,311.376,21.906,7.719,7.083,0.141
0507_04_mesh_8.ply,248.472,435.427,44.008,13.096,5.282,0.054
0507_04_mesh_9.ply,1317.419,1123.424,52.465,11.180,8.101,0.325
