File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0507_07_mesh_1.ply,307.47,581.164,67.938,18.564,5.362,0.096
0507_07_mesh_10.ply,352.599,441.484,32.185,8.966,4.859,0.094
0507_07_mesh_11.ply,343.555,428.232,30.694,14.617,5.133,0.095
0507_07_mesh_12.ply,2396.972,2309.795,115.04,35.948,8.706,0.708
0507_07_mesh_13.ply,21.88,250.572,13.008,11.625,7.203,0.032
0507_07_mesh_14.ply,441.849,576.419,49.292,9.112,5.451,0.145
0507_07_mesh_15.ply,269.644,373.544,31.691,12.214,7.65,0.086
0507_07_mesh_16.ply,99.179,175.146,20.619,5.116,4.611,0.043
0507_07_mesh_17.ply,1199.397,737.971,15.495,14.358,14.102,
0507_07_mesh_2.ply,141.02,232.104,19.17,8.931,4.885,0.05
0507_07_mesh_3.ply,41.318,170.033,21.811,5.761,3.124,0.02
0507_07_mesh_4.ply,1966.674,1367.882,63.261,17.149,7.8,0.534
0507_07_mesh_5.ply,26.524,152.946,11.56,7.039,4.489,0.017
0507_07_mesh_6.ply,87.839,176.309,19.011,6.547,3.726,0.017
0507_07_mesh_7.ply,114.707,215.355,18.769,9.308,6.703,0.043
0507_07_mesh_8.ply,450.251,571.789,31.623,22.604,10.563,0.126
0507_07_mesh_9.ply,96.156,237.178,10.006,11.223,5.894,0.056
