File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0506_07_mesh_1.ply,2437.792,2133.200,116.133,32.159,10.383,1.505
0506_07_mesh_10.ply,1073.129,758.134,30.159,9.726,8.200,0.340
0506_07_mesh_11.ply,2459.384,1431.407,56.334,12.595,9.981,0.766
0506_07_mesh_12.ply,150.618,228.188,18.528,5.638,4.322,0.069
0506_07_mesh_2.ply,2250.242,2057.034,112.474,35.534,13.853,0.594
0506_07_mesh_3.ply,1610.339,1115.630,43.188,12.171,10.005,0.500
0506_07_mesh_4.ply,1285.447,734.713,14.334,13.268,13.537,
0506_07_mesh_5.ply,403.919,576.446,44.712,7.796,6.347,0.115
0506_07_mesh_6.ply,1140.634,940.704,43.475,17.359,8.860,0.375
0506_07_mesh_7.ply,718.546,612.503,28.982,9.638,7.497,0.225
0506_07_mesh_8.ply,314.214,335.981,23.604,7.536,4.679,0.081
0506_07_mesh_9.ply,1239.328,1115.291,40.806,15.763,9.635,0.606
