File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_04_mesh_1.ply,1111.812,2223.814,78.087,18.432,11.996,
0821_04_mesh_10.ply,161.637,419.768,24.871,8.846,6.569,
0821_04_mesh_11.ply,760.215,700.164,22.247,19.300,4.865,
0821_04_mesh_12.ply,458.899,583.755,27.497,13.814,4.936,
0821_04_mesh_2.ply,305.813,375.725,18.216,14.164,4.142,
0821_04_mesh_3.ply,9106.357,6963.197,139.559,57.587,24.792,
0821_04_mesh_4.ply,205.043,311.455,22.022,7.742,2.699,
0821_04_mesh_5.ply,357.583,1047.737,46.244,11.130,6.992,
0821_04_mesh_6.ply,156.387,511.937,24.135,15.802,2.490,
0821_04_mesh_7.ply,94.984,442.823,34.413,10.721,3.458,
0821_04_mesh_8.ply,395.757,474.936,17.397,13.518,4.430,
0821_04_mesh_9.ply,193.201,460.635,45.842,6.949,2.875,
