File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_05_mesh_1.ply,34.667,150.489,20.002,3.683,2.542,
0821_05_mesh_10.ply,60.339,266.195,23.056,6.361,2.988,
0821_05_mesh_11.ply,110.416,201.363,12.495,10.044,2.314,
0821_05_mesh_12.ply,28.030,284.348,16.380,14.143,4.705,
0821_05_mesh_13.ply,76.313,218.144,15.952,7.888,3.554,
0821_05_mesh_14.ply,121.141,245.012,13.067,10.795,3.027,
0821_05_mesh_15.ply,97.297,164.050,13.026,6.479,2.347,
0821_05_mesh_2.ply,41.283,144.882,10.825,8.151,2.122,
0821_05_mesh_3.ply,184.404,346.004,16.662,12.552,3.827,
0821_05_mesh_4.ply,40.074,117.636,11.540,6.725,1.896,
0821_05_mesh_5.ply,43.493,376.839,18.740,14.688,2.329,
0821_05_mesh_6.ply,168.175,274.485,24.875,5.615,4.004,
0821_05_mesh_7.ply,107.742,463.044,18.949,14.303,2.487,
0821_05_mesh_8.ply,68.548,177.639,20.335,5.106,1.988,
0821_05_mesh_9.ply,160.512,277.453,13.647,11.863,2.954,
