File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_02_mesh_1.ply,421.384,1200.380,34.989,24.682,8.652,
0821_02_mesh_10.ply,423.752,748.589,35.991,11.328,9.836,
0821_02_mesh_11.ply,92.446,633.470,27.308,16.915,5.404,
0821_02_mesh_12.ply,655.653,1075.483,40.652,24.468,6.620,
0821_02_mesh_13.ply,66.160,479.639,38.314,8.821,4.518,
0821_02_mesh_14.ply,188.496,362.701,17.365,16.162,3.178,
0821_02_mesh_15.ply,316.635,736.110,38.635,10.642,3.858,
0821_02_mesh_16.ply,331.436,1208.784,46.977,12.663,9.885,
0821_02_mesh_17.ply,94.370,412.450,28.018,7.961,4.152,
0821_02_mesh_2.ply,960.759,1732.054,77.009,17.347,15.376,
0821_02_mesh_3.ply,112.674,735.738,23.030,17.396,6.233,
0821_02_mesh_4.ply,319.197,842.280,29.460,15.903,8.919,
0821_02_mesh_5.ply,232.348,1113.197,30.717,18.957,10.797,
0821_02_mesh_6.ply,148.443,1187.088,27.888,24.265,11.422,
0821_02_mesh_7.ply,223.111,425.331,19.327,14.184,5.041,
0821_02_mesh_8.ply,346.842,644.697,21.603,18.284,5.295,
0821_02_mesh_9.ply,137.012,459.144,22.198,12.842,3.485,
