File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_03_mesh_1.ply,339.418,779.612,37.249,15.230,11.106,
0821_03_mesh_10.ply,833.829,1458.838,40.857,27.215,13.949,
0821_03_mesh_11.ply,1004.381,2936.248,53.439,20.860,16.585,
0821_03_mesh_12.ply,450.763,756.448,18.143,15.866,12.244,
0821_03_mesh_13.ply,220.825,878.668,26.069,20.018,7.819,
0821_03_mesh_14.ply,183.936,941.129,29.448,13.965,7.041,
0821_03_mesh_15.ply,602.856,1095.723,35.652,8.765,7.212,
0821_03_mesh_16.ply,56.540,393.396,18.372,12.432,3.835,
0821_03_mesh_2.ply,58.659,1074.037,32.824,20.965,6.145,
0821_03_mesh_3.ply,63.806,334.057,16.342,14.612,2.772,
0821_03_mesh_4.ply,127.887,547.926,18.003,16.558,5.907,
0821_03_mesh_5.ply,206.721,404.850,17.036,15.112,4.647,
0821_03_mesh_6.ply,591.012,1092.216,40.351,17.948,8.991,
0821_03_mesh_7.ply,59.509,323.433,15.535,11.639,2.552,
0821_03_mesh_8.ply,569.241,1790.544,46.985,17.096,9.615,
0821_03_mesh_9.ply,298.539,744.523,33.549,12.551,6.686,
