File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0819_05_mesh_1.ply,1278.278,2197.565,63.626,14.697,10.804,
0819_05_mesh_10.ply,207.434,506.613,28.010,9.869,7.274,
0819_05_mesh_11.ply,296.916,551.213,17.956,15.271,4.336,
0819_05_mesh_2.ply,417.879,1421.478,35.569,23.453,7.188,
0819_05_mesh_3.ply,690.155,1442.433,36.498,21.176,8.120,
0819_05_mesh_4.ply,438.093,1658.370,47.671,12.460,10.564,
0819_05_mesh_5.ply,303.711,512.099,18.739,13.008,5.223,
0819_05_mesh_6.ply,421.299,1955.426,72.949,13.728,8.055,
0819_05_mesh_7.ply,240.499,678.840,34.034,16.088,2.250,
0819_05_mesh_8.ply,452.870,1174.562,32.294,18.932,11.731,
0819_05_mesh_9.ply,424.558,1632.917,47.996,15.602,12.357,
