File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_07_mesh_1.ply,106.545,258.425,13.645,12.652,3.685,
0821_07_mesh_10.ply,90.275,222.861,13.484,12.142,2.309,
0821_07_mesh_11.ply,48.664,250.374,19.475,7.385,1.379,
0821_07_mesh_12.ply,92.737,249.977,18.870,8.495,2.900,
0821_07_mesh_13.ply,14.108,360.577,17.405,14.553,2.915,
0821_07_mesh_14.ply,178.819,310.514,17.038,12.388,4.003,
0821_07_mesh_15.ply,102.150,249.286,14.855,11.303,3.944,
0821_07_mesh_16.ply,169.852,279.376,17.079,10.059,3.262,
0821_07_mesh_17.ply,48.527,333.432,20.266,9.688,3.689,
0821_07_mesh_18.ply,143.696,302.219,14.867,13.385,3.682,
0821_07_mesh_19.ply,116.849,286.546,26.735,6.666,5.580,
0821_07_mesh_2.ply,62.130,264.589,22.376,8.677,2.601,
0821_07_mesh_20.ply,132.260,412.937,26.363,8.263,2.584,
0821_07_mesh_21.ply,57.996,179.409,9.424,8.620,5.935,
0821_07_mesh_22.ply,96.846,224.525,15.203,9.810,2.793,
0821_07_mesh_23.ply,22.873,369.383,23.636,8.711,2.719,
0821_07_mesh_24.ply,36.441,226.459,14.229,10.466,3.279,
0821_07_mesh_25.ply,109.210,498.844,44.813,6.018,4.096,
0821_07_mesh_26.ply,53.805,156.867,11.823,9.408,2.855,
0821_07_mesh_27.ply,79.160,365.755,24.423,10.281,4.190,
0821_07_mesh_28.ply,90.086,327.910,29.130,6.783,3.888,
0821_07_mesh_29.ply,53.497,228.022,17.292,7.969,3.852,
0821_07_mesh_3.ply,115.648,200.134,14.417,8.951,3.512,
0821_07_mesh_30.ply,137.600,330.456,13.413,8.398,6.036,
0821_07_mesh_31.ply,86.313,225.729,14.232,10.980,4.832,
0821_07_mesh_32.ply,229.663,404.701,23.322,11.551,2.814,
0821_07_mesh_33.ply,99.115,220.277,14.549,10.400,3.175,
0821_07_mesh_34.ply,85.646,308.569,21.069,14.444,4.629,
0821_07_mesh_4.ply,129.233,276.247,13.280,8.868,4.333,
0821_07_mesh_5.ply,319.627,413.398,14.750,14.487,3.618,
0821_07_mesh_6.ply,171.387,252.451,14.015,10.087,3.039,
0821_07_mesh_7.ply,144.398,301.922,22.275,8.116,4.240,
0821_07_mesh_8.ply,198.779,387.481,20.297,10.915,7.817,
0821_07_mesh_9.ply,58.217,199.279,15.768,7.052,2.337,
