File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0822_05_mesh_1.ply,290.529,817.686,27.185,20.474,5.285,
0822_05_mesh_10.ply,278.085,511.791,39.585,10.311,6.065,
0822_05_mesh_11.ply,150.820,451.868,47.120,7.334,6.411,
0822_05_mesh_12.ply,631.231,608.327,22.890,14.721,4.607,
0822_05_mesh_13.ply,248.252,396.960,21.164,10.101,2.912,
0822_05_mesh_14.ply,325.832,672.962,29.099,15.869,3.439,
0822_05_mesh_15.ply,74.073,273.910,11.963,11.290,3.250,
0822_05_mesh_16.ply,757.484,626.332,22.985,16.619,4.904,
0822_05_mesh_17.ply,288.625,377.484,25.561,8.584,3.538,
0822_05_mesh_2.ply,257.524,646.282,34.571,9.493,7.065,
0822_05_mesh_3.ply,268.430,431.295,23.114,13.324,3.954,
0822_05_mesh_4.ply,354.990,1024.474,38.753,15.828,9.713,
0822_05_mesh_5.ply,233.808,729.410,36.871,15.515,3.907,
0822_05_mesh_6.ply,92.322,452.932,33.537,9.071,6.067,
0822_05_mesh_7.ply,83.331,326.349,16.628,16.134,3.144,
0822_05_mesh_8.ply,35.127,266.647,14.543,10.864,3.043,
0822_05_mesh_9.ply,102.017,258.632,12.623,14.034,4.236,
