File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_13_mesh_1.ply,108.874,166.844,9.543,6.992,5.859,0.041
0407_13_mesh_10.ply,83.962,221.744,20.890,7.253,4.392,0.027
0407_13_mesh_11.ply,221.476,422.735,40.416,6.498,4.349,0.054
0407_13_mesh_12.ply,45.939,233.034,12.549,11.932,3.894,0.028
0407_13_mesh_13.ply,213.057,281.585,10.270,9.727,9.147,0.082
0407_13_mesh_14.ply,102.408,223.053,11.005,9.651,4.846,0.050
0407_13_mesh_15.ply,158.502,320.316,34.038,7.193,4.559,0.036
0407_13_mesh_16.ply,82.489,184.590,14.110,11.483,4.383,0.030
0407_13_mesh_17.ply,241.160,312.458,23.171,5.890,5.110,0.068
0407_13_mesh_18.ply,1268.557,869.179,16.885,16.617,13.827,
0407_13_mesh_19.ply,66.007,138.262,9.491,6.996,3.400,0.023
0407_13_mesh_2.ply,373.337,393.499,16.474,7.797,6.652,0.088
0407_13_mesh_20.ply,316.085,392.249,26.956,8.241,4.668,0.093
0407_13_mesh_21.ply,187.769,384.014,18.442,10.268,4.799,0.092
0407_13_mesh_22.ply,158.328,224.926,15.336,7.599,5.268,0.053
0407_13_mesh_23.ply,151.120,274.193,25.923,5.737,3.328,0.041
0407_13_mesh_24.ply,98.010,237.324,17.404,9.298,11.078,0.051
0407_13_mesh_25.ply,270.863,301.504,13.929,9.789,7.517,0.100
0407_13_mesh_26.ply,237.790,329.571,17.437,9.516,7.185,0.097
0407_13_mesh_27.ply,419.867,439.856,22.940,9.317,6.257,0.105
0407_13_mesh_28.ply,79.421,190.636,18.426,11.809,4.369,0.025
0407_13_mesh_3.ply,258.119,322.812,14.596,9.468,7.542,0.105
0407_13_mesh_4.ply,169.802,390.341,27.866,9.062,5.359,0.045
0407_13_mesh_5.ply,48.025,486.942,48.274,13.759,4.183,0.022
0407_13_mesh_6.ply,75.589,577.337,66.196,11.559,5.111,0.079
0407_13_mesh_7.ply,98.145,198.973,16.167,5.532,3.922,0.025
0407_13_mesh_8.ply,226.092,454.552,24.493,11.862,5.415,0.060
0407_13_mesh_9.ply,79.296,217.560,15.960,10.655,3.855,0.020
