File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0406_05_mesh_1.ply,1284.933,875.608,18.120,13.984,13.857,
0406_05_mesh_10.ply,93.098,215.205,31.657,4.579,2.712,0.021
0406_05_mesh_11.ply,78.401,148.931,11.771,16.011,5.290,0.025
0406_05_mesh_12.ply,71.363,119.367,12.847,5.460,3.072,0.018
0406_05_mesh_13.ply,46.425,113.418,16.606,3.194,3.512,0.012
0406_05_mesh_14.ply,170.573,380.083,34.150,25.247,5.315,0.040
0406_05_mesh_15.ply,101.022,144.182,13.243,4.795,3.619,0.028
0406_05_mesh_16.ply,241.274,322.733,28.418,7.596,6.742,0.071
0406_05_mesh_17.ply,128.680,206.494,22.764,5.953,3.491,0.033
0406_05_mesh_18.ply,39.597,118.412,23.343,4.507,3.003,0.023
0406_05_mesh_19.ply,108.532,145.344,12.503,4.508,4.576,0.036
0406_05_mesh_2.ply,248.771,769.998,83.031,37.499,7.044,0.079
0406_05_mesh_20.ply,80.970,156.884,24.521,6.201,4.130,0.021
0406_05_mesh_3.ply,98.932,211.898,22.414,10.296,3.973,0.065
0406_05_mesh_4.ply,76.231,161.792,23.537,4.816,2.821,0.020
0406_05_mesh_5.ply,101.750,169.499,16.508,6.140,3.740,0.028
0406_05_mesh_6.ply,89.080,132.916,12.884,6.451,5.570,0.028
0406_05_mesh_7.ply,719.770,1448.769,132.604,49.717,14.593,0.922
0406_05_mesh_8.ply,78.120,112.073,7.684,4.669,4.726,0.025
0406_05_mesh_9.ply,45.538,176.505,31.576,12.818,2.894,0.078
