File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0404_03_mesh_1.ply,2142.848,2352.246,140.573,38.827,18.075,1.387
0404_03_mesh_10.ply,530.867,711.108,33.987,16.238,8.038,0.174
0404_03_mesh_11.ply,74.782,172.832,27.590,4.680,2.752,0.014
0404_03_mesh_12.ply,255.158,361.090,35.849,7.532,3.751,0.64
0404_03_mesh_13.ply,129.266,216.515,19.935,6.290,4.136,0.033
0404_03_mesh_14.ply,112.279,282.454,27.408,6.099,4.307,0.027
0404_03_mesh_2.ply,245.469,310.492,25.913,6.050,5.241,0.065
0404_03_mesh_3.ply,240.866,365.394,32.461,7.455,5.952,0.074
0404_03_mesh_4.ply,145.650,231.032,25.978,5.207,4.112,0.039
0404_03_mesh_5.ply,149.857,289.726,27.325,11.554,5.931,0.047
0404_03_mesh_6.ply,162.436,259.616,28.555,4.906,4.296,0.056
0404_03_mesh_7.ply,696.476,470.564,14.949,10.995,9.216,0.235
0404_03_mesh_8.ply,1249.748,777.308,15.911,16.363,13.717,
0404_03_mesh_9.ply,284.611,559.752,60.141,17.016,9.545,0.108
