File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_14_mesh_1.ply,175.076,363.263,49.581,11.822,6.060,0.047
0407_14_mesh_10.ply,66.822,121.615,12.605,4.294,3.390,0.018
0407_14_mesh_11.ply,30.744,161.395,10.289,8.947,3.646,0.020
0407_14_mesh_12.ply,257.619,339.019,25.967,6.430,4.856,0.064
0407_14_mesh_13.ply,67.311,175.189,30.799,7.137,3.963,0.016
0407_14_mesh_14.ply,58.098,287.857,16.186,15.168,6.744,0.029
0407_14_mesh_15.ply,49.759,103.923,12.508,3.876,3.322,0.013
0407_14_mesh_16.ply,107.322,198.048,23.926,5.592,3.209,0.024
0407_14_mesh_17.ply,208.203,240.325,12.989,12.427,5.691,0.063
0407_14_mesh_18.ply,269.329,314.256,22.163,8.183,4.981,0.070
0407_14_mesh_19.ply,1297.274,799.883,15.215,14.042,14.103,
0407_14_mesh_2.ply,40.554,129.472,20.285,11.364,3.114,0.010
0407_14_mesh_20.ply,109.117,256.249,32.776,11.675,3.161,0.021
0407_14_mesh_21.ply,78.894,137.493,15.815,6.866,4.004,0.019
0407_14_mesh_22.ply,77.796,130.431,9.130,8.527,3.636,0.029
0407_14_mesh_23.ply,180.092,259.482,21.576,8.046,4.585,0.048
0407_14_mesh_24.ply,79.701,163.099,19.120,7.349,3.213,0.017
0407_14_mesh_25.ply,95.982,190.516,18.406,4.894,3.399,0.023
0407_14_mesh_3.ply,68.867,202.256,23.355,10.058,4.333,0.031
0407_14_mesh_4.ply,59.479,216.821,30.495,13.317,4.197,0.015
0407_14_mesh_5.ply,49.816,143.358,26.157,4.629,3.578,0.014
0407_14_mesh_6.ply,82.362,210.742,31.244,6.110,4.013,0.019
0407_14_mesh_7.ply,28.023,142.423,19.798,8.227,4.241,0.007
0407_14_mesh_8.ply,84.015,181.120,27.643,9.170,3.358,0.020
0407_14_mesh_9.ply,-15.160,336.829,13.458,12.921,8.582,0.060
