File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0403_09_mesh_1.ply,3387.448,2267.441,77.731,27.255,28.058,1.474
0403_09_mesh_10.ply,196.729,188.635,9.279,6.158,5.946,0.050
0403_09_mesh_2.ply,1375.420,977.969,38.100,19.422,10.178,0.370
0403_09_mesh_3.ply,1573.480,1165.782,49.511,13.660,12.734,0.492
0403_09_mesh_4.ply,522.643,454.140,25.114,7.740,6.579,0.133
0403_09_mesh_5.ply,3649.509,1952.735,55.133,23.005,16.855,1.108
0403_09_mesh_6.ply,142.729,240.319,27.612,7.431,3.722,0.044
0403_09_mesh_7.ply,1663.406,1116.739,45.582,17.744,11.662,0.559
0403_09_mesh_8.ply,1282.594,800.609,17.385,15.465,13.240,
0403_09_mesh_9.ply,3199.991,1814.575,62.307,17.159,10.428,0.875
