File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_11_mesh_1.ply,1176.165,1864.780,141.957,37.907,12.349,0.687
0407_11_mesh_10.ply,280.992,442.496,40.227,12.770,5.044,0.072
0407_11_mesh_11.ply,218.297,404.545,41.069,9.153,6.105,0.218
0407_11_mesh_12.ply,153.285,185.444,12.915,5.717,4.675,0.053
0407_11_mesh_13.ply,308.379,320.434,12.341,10.317,8.425,0.150
0407_11_mesh_14.ply,177.266,259.405,24.763,6.339,4.447,0.040
0407_11_mesh_15.ply,131.069,187.003,17.947,5.737,4.568,0.041
0407_11_mesh_2.ply,187.304,501.336,80.121,9.109,6.333,0.178
0407_11_mesh_3.ply,2508.565,2329.819,122.542,37.438,15.771,1.357
0407_11_mesh_4.ply,1118.043,808.345,14.778,25.711,14.887,
0407_11_mesh_5.ply,593.095,636.211,46.630,10.390,6.817,0.168
0407_11_mesh_6.ply,1288.906,909.784,32.833,17.025,16.092,0.506
0407_11_mesh_7.ply,84.646,150.033,16.687,4.663,4.283,0.024
0407_11_mesh_8.ply,174.514,214.006,17.414,5.959,4.295,0.051
0407_11_mesh_9.ply,88.412,170.113,21.528,3.516,2.846,0.026
