File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0331_08_mesh_1.ply,540.436,816.766,66.515,16.698,5.378,0.347
0331_08_mesh_10.ply,1170.884,902.184,41.509,11.442,8.955,0.386
0331_08_mesh_11.ply,407.379,445.655,26.202,7.670,7.268,0.193
0331_08_mesh_12.ply,97.882,135.948,11.327,4.304,4.016,0.034
0331_08_mesh_13.ply,189.645,231.684,17.746,4.930,4.512,0.045
0331_08_mesh_2.ply,785.704,612.991,29.082,8.460,6.845,0.273
0331_08_mesh_3.ply,321.474,275.357,13.801,8.209,5.959,0.100
0331_08_mesh_4.ply,1318.293,988.733,42.515,11.713,9.013,0.431
0331_08_mesh_5.ply,183.402,221.099,13.273,5.730,5.190,0.061
0331_08_mesh_6.ply,303.094,292.359,17.779,6.395,6.238,0.094
0331_08_mesh_7.ply,788.680,677.457,30.785,21.442,9.418,0.267
0331_08_mesh_8.ply,245.524,289.265,20.246,5.445,5.321,0.079
0331_08_mesh_9.ply,1216.454,760.688,16.703,13.447,12.475,
